Run ID,Symbol Set,Portfolio Balance,Total Return %,Annualized Return %,Max Drawdown,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Total Trades,Profit Factor,Win Rate %,Avg Win ($),Avg Loss ($),EMA Period,ATR Stop Multiplier,Risk Bull,MACD Fast Period,MACD Slow Period,MACD Signal Period,ATR Period,Allocation Defense
156,QQQ-TQQQ,14675.81,0.468,0.137,-0.148,1.21,0.58,0.93,56,0.0,0.304,157.33,-186412.77,250,3.0,0.04,12,26,9,14,0.7
157,QQQ-TQQQ,-13041.84,-2.304,,-1.0,,-0.07,,17,0.0,0.412,84.75,-278568.29,250,3.0,0.05,12,26,9,14,0.6
158,QQQ-TQQQ,-13003.49,-2.300,,-1.0,,-0.07,,17,0.0,0.412,70.47,-277031.47,250,3.0,0.05,12,26,9,14,0.5
159,QQQ-TQQQ,-13084.50,-2.308,,-1.0,,-0.07,,17,0.0,0.412,99.35,-280139.18,250,3.0,0.05,12,26,9,14,0.7
160,QQQ-TQQQ,-13421.80,-2.342,,-1.0,,-0.07,,17,0.0,0.412,86.47,-340709.41,250,3.0,0.06,12,26,9,14,0.6
161,QQQ-TQQQ,-13379.31,-2.338,,-1.0,,-0.07,,17,0.0,0.412,71.62,-338764.23,250,3.0,0.06,12,26,9,14,0.5
162,QQQ-TQQQ,-13466.65,-2.347,,-1.0,,-0.07,,17,0.0,0.412,101.25,-342637.02,250,3.0,0.06,12,26,9,14,0.7
163,QQQ-TQQQ,-14679.26,-2.468,,-1.0,,-0.06,,13,0.0,0.538,92.33,-511348.6,250,1.0,0.04,12,26,9,14,0.6
164,QQQ-TQQQ,-14635.12,-2.464,,-1.0,,-0.06,,13,0.0,0.538,76.54,-509139.67,250,1.0,0.04,12,26,9,14,0.5
165,QQQ-TQQQ,-14725.39,-2.473,,-1.0,,-0.06,,13,0.0,0.538,108.16,-513539.51,250,1.0,0.04,12,26,9,14,0.7
166,QQQ-TQQQ,-11256.27,-2.126,,-1.0,,-0.08,,9,1.39,0.778,77.53,-195.65,250,1.0,0.05,12,26,9,14,0.6
167,QQQ-TQQQ,-11222.61,-2.122,,-1.0,,-0.08,,9,1.4,0.778,64.49,-161.27,250,1.0,0.05,12,26,9,14,0.5
168,QQQ-TQQQ,-11292.37,-2.129,,-1.0,,-0.08,,9,1.38,0.778,90.89,-230.04,250,1.0,0.05,12,26,9,14,0.7
169,QQQ-TQQQ,-11256.27,-2.126,,-1.0,,-0.08,,9,1.39,0.778,77.53,-195.65,250,1.0,0.06,12,26,9,14,0.6
170,QQQ-TQQQ,-11222.61,-2.122,,-1.0,,-0.08,,9,1.4,0.778,64.49,-161.27,250,1.0,0.06,12,26,9,14,0.5
171,QQQ-TQQQ,-11292.37,-2.129,,-1.0,,-0.08,,9,1.38,0.778,90.89,-230.04,250,1.0,0.06,12,26,9,14,0.7
172,QQQ-TQQQ,-12970.12,-2.297,,-1.0,,-0.07,,17,0.0,0.412,84.57,-266426.27,250,2.5,0.04,12,26,9,14,0.6
173,QQQ-TQQQ,-12926.72,-2.293,,-1.0,,-0.07,,17,0.0,0.412,70.16,-264935.41,250,2.5,0.04,12,26,9,14,0.5
174,QQQ-TQQQ,-13012.46,-2.301,,-1.0,,-0.07,,17,0.0,0.412,99.23,-267940.34,250,2.5,0.04,12,26,9,14,0.7
175,QQQ-TQQQ,-13421.80,-2.342,,-1.0,,-0.07,,17,0.0,0.412,86.47,-340709.41,250,2.5,0.05,12,26,9,14,0.6
176,QQQ-TQQQ,-13379.31,-2.338,,-1.0,,-0.07,,17,0.0,0.412,71.62,-338764.23,250,2.5,0.05,12,26,9,14,0.5
177,QQQ-TQQQ,-13466.65,-2.347,,-1.0,,-0.07,,17,0.0,0.412,101.25,-342637.02,250,2.5,0.05,12,26,9,14,0.7
178,QQQ-TQQQ,-13882.82,-2.388,,-1.0,,-0.07,,17,0.0,0.412,88.02,-418119.73,250,2.5,0.06,12,26,9,14,0.6
179,QQQ-TQQQ,-13839.85,-2.384,,-1.0,,-0.07,,17,0.0,0.412,73.1,-415766.82,250,2.5,0.06,12,26,9,14,0.5
180,QQQ-TQQQ,-13926.96,-2.393,,-1.0,,-0.06,,17,0.0,0.412,103.21,-420507.31,250,2.5,0.06,12,26,9,14,0.7
181,QQQ-TQQQ,25390.27,1.539,0.366,-0.076,3.37,1.82,4.81,88,0.0,0.227,166.63,-326562.47,25,2.0,0.04,12,26,9,14,0.6
182,QQQ-TQQQ,25457.66,1.546,0.367,-0.076,3.42,1.86,4.83,88,0.0,0.227,139.42,-327372.99,25,2.0,0.04,12,26,9,14,0.5
183,QQQ-TQQQ,25328.30,1.533,0.365,-0.076,3.31,1.78,4.8,88,0.0,0.227,193.92,-325842.52,25,2.0,0.04,12,26,9,14,0.7
184,QQQ-TQQQ,31803.24,2.180,0.473,-0.092,3.61,1.9,5.13,88,0.0,0.227,190.16,-471272.55,25,2.0,0.05,12,26,9,14,0.6
185,QQQ-TQQQ,31874.79,2.187,0.474,-0.092,3.65,1.92,5.14,88,0.0,0.227,158.92,-472313.71,25,2.0,0.05,12,26,9,14,0.5
186,QQQ-TQQQ,31733.00,2.173,0.471,-0.092,3.57,1.87,5.12,88,0.0,0.227,221.43,-470241.15,25,2.0,0.05,12,26,9,14,0.7
187,QQQ-TQQQ,31001.61,2.100,0.46,-0.072,3.62,2.31,6.38,85,0.0,0.235,187.49,-519417.43,25,2.0,0.06,12,26,9,14,0.6
188,QQQ-TQQQ,31073.17,2.107,0.461,-0.073,3.66,2.34,6.34,85,0.0,0.235,156.59,-520630.16,25,2.0,0.06,12,26,9,14,0.5
189,QQQ-TQQQ,30923.09,2.092,0.459,-0.076,3.58,2.26,6.05,85,0.0,0.235,218.12,-518129.1,25,2.0,0.06,12,26,9,14,0.7
190,QQQ-TQQQ,18690.92,0.869,0.233,-0.053,2.93,1.64,4.4,88,0.0,0.227,140.73,-180837.43,25,3.0,0.04,12,26,9,14,0.6
191,QQQ-TQQQ,18732.31,0.873,0.234,-0.053,3.02,1.72,4.42,88,0.0,0.227,117.56,-181182.17,25,3.0,0.04,12,26,9,14,0.5
192,QQQ-TQQQ,18640.19,0.864,0.232,-0.053,2.83,1.55,4.38,88,0.0,0.227,163.83,-180398.44,25,3.0,0.04,12,26,9,14,0.7
193,QQQ-TQQQ,21808.10,1.181,0.298,-0.065,3.18,1.75,4.61,88,0.0,0.227,153.12,-247830.01,25,3.0,0.05,12,26,9,14,0.6
194,QQQ-TQQQ,21865.19,1.187,0.299,-0.065,3.25,1.8,4.63,88,0.0,0.227,127.9,-248407.8,25,3.0,0.05,12,26,9,14,0.5
195,QQQ-TQQQ,21761.93,1.176,0.297,-0.065,3.11,1.69,4.59,88,0.0,0.227,178.32,-247337.9,25,3.0,0.05,12,26,9,14,0.7
196,QQQ-TQQQ,25390.27,1.539,0.366,-0.076,3.37,1.82,4.81,88,0.0,0.227,166.63,-326562.47,25,3.0,0.06,12,26,9,14,0.6
197,QQQ-TQQQ,25457.66,1.546,0.367,-0.076,3.42,1.86,4.83,88,0.0,0.227,139.42,-327372.99,25,3.0,0.06,12,26,9,14,0.5
198,QQQ-TQQQ,25328.30,1.533,0.365,-0.076,3.31,1.78,4.8,88,0.0,0.227,193.92,-325842.52,25,3.0,0.06,12,26,9,14,0.7
199,QQQ-TQQQ,35641.64,2.564,0.53,-0.095,3.56,2.03,5.56,75,0.0,0.28,206.21,-544324.16,25,1.0,0.04,12,26,9,14,0.6
200,QQQ-TQQQ,35724.66,2.572,0.531,-0.096,3.59,2.04,5.53,75,0.0,0.28,172.77,-545961.37,25,1.0,0.04,12,26,9,14,0.5
201,QQQ-TQQQ,35553.14,2.555,0.528,-0.095,3.53,2.01,5.58,75,0.0,0.28,239.48,-542610.23,25,1.0,0.04,12,26,9,14,0.7
202,QQQ-TQQQ,-21794.61,-3.179,,-1.0,,-0.04,,59,0.0,0.305,195.71,-441685.67,25,1.0,0.05,12,26,9,14,0.6
203,QQQ-TQQQ,-21817.78,-3.182,,-1.0,,-0.04,,59,0.0,0.305,164.2,-443253.71,25,1.0,0.05,12,26,9,14,0.5
204,QQQ-TQQQ,-21777.68,-3.178,,-1.0,,-0.04,,59,0.0,0.305,227.43,-440239.69,25,1.0,0.05,12,26,9,14,0.7
205,QQQ-TQQQ,-17972.33,-2.797,,-1.0,,-0.03,,5,0.0,0.2,73.98,-612443.71,25,1.0,0.06,12,26,9,14,0.6
206,QQQ-TQQQ,-18007.24,-2.801,,-1.0,,-0.03,,5,0.0,0.2,61.55,-614136.89,25,1.0,0.06,12,26,9,14,0.5
207,QQQ-TQQQ,-17936.10,-2.794,,-1.0,,-0.03,,5,0.0,0.2,85.84,-610739.74,25,1.0,0.06,12,26,9,14,0.7
208,QQQ-TQQQ,21151.46,1.115,0.285,-0.062,3.14,1.73,4.57,88,0.0,0.227,150.46,-233547.58,25,2.5,0.04,12,26,9,14,0.6
209,QQQ-TQQQ,21205.10,1.121,0.286,-0.062,3.21,1.79,4.58,88,0.0,0.227,125.75,-234103.01,25,2.5,0.04,12,26,9,14,0.5
210,QQQ-TQQQ,21098.28,1.110,0.284,-0.062,3.06,1.67,4.55,88,0.0,0.227,175.17,-233025.73,25,2.5,0.04,12,26,9,14,0.7
211,QQQ-TQQQ,25390.27,1.539,0.366,-0.076,3.37,1.82,4.81,88,0.0,0.227,166.63,-326562.47,25,2.5,0.05,12,26,9,14,0.6
212,QQQ-TQQQ,25457.66,1.546,0.367,-0.076,3.42,1.86,4.83,88,0.0,0.227,139.42,-327372.99,25,2.5,0.05,12,26,9,14,0.5
213,QQQ-TQQQ,25328.30,1.533,0.365,-0.076,3.31,1.78,4.8,88,0.0,0.227,193.92,-325842.52,25,2.5,0.05,12,26,9,14,0.7
214,QQQ-TQQQ,30422.82,2.042,0.451,-0.089,3.57,1.88,5.07,88,0.0,0.227,185.39,-439616.49,25,2.5,0.06,12,26,9,14,0.6
215,QQQ-TQQQ,30480.55,2.048,0.452,-0.089,3.6,1.9,5.08,88,0.0,0.227,154.72,-440451.54,25,2.5,0.06,12,26,9,14,0.5
216,QQQ-TQQQ,30346.36,2.035,0.45,-0.089,3.52,1.85,5.05,88,0.0,0.227,215.62,-438549.37,25,2.5,0.06,12,26,9,14,0.7
