Trade_ID,Date,Bar_Number,Strategy_State,Ticker,Decision,Decision_Reason,Indicator_Histogram,Indicator_Histogram_Delta,Indicator_MACD_Line,Indicator_Signal_Line,Indicator_VIX,Threshold_ATR_Stop_Multiplier,Threshold_Risk_Strong_Trend,Threshold_Risk_Waning_Trend,Threshold_VIX_Kill_Switch,Order_Type,Shares,Fill_Price,Position_Value,Slippage,Commission,Portfolio_Value_Before,Portfolio_Value_After,Cash_Before,Cash_After,Allocation_Before,Allocation_After,Cumulative_Return_Pct
11,2010-04-15 22:00:00,130,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,BUY,"Histogram=0.0663, Delta=-0.0316, VIX=18.36",0.06628508595232518,-0.031580131438402,0.7258935895259384,0.6596085035736132,18.36,2.0,0.03,0.015,30.0,MARKET,40868,0.652526875,26667.4683275,0.0,408.68,99583.462308926,99148.141481426,99583.462308926,72507.313981426,CASH: 100.0%,"CASH: 73.1%, TQQQ: 26.9%",-0.851858518574
12,2010-04-18 22:00:00,136,Stop-Loss Triggered,TQQQ,SELL,Price breached stop at 0.62,0.03508844290558544,-0.03119664304673974,0.703469057205595,0.6683806143000096,17.34,2.0,0.03,0.015,30.0,MARKET,40868,0.627080292,25627.517373456,0.0,408.68,98160.484525426,97726.151354882,72507.313981426,97726.151354882,"CASH: 73.9%, TQQQ: 26.1%",CASH: 100.0%,-2.273848645118
13,2010-04-19 22:00:00,138,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,BUY,"Histogram=0.0236, Delta=-0.0115, VIX=15.73",0.023556514741747026,-0.011531928163838414,0.6978262577271934,0.6742697429854464,15.73,2.0,0.03,0.015,30.0,MARKET,36495,0.628335708,22931.11166346,0.0,364.95,97726.151354882,97338.293151422,97726.151354882,74430.089691422,CASH: 100.0%,"CASH: 76.5%, TQQQ: 23.5%",-2.661706848578
14,2010-04-20 22:00:00,142,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,SELL,"Histogram=0.0268, Delta=0.0033, VIX=16.32",0.026815411480082152,0.003258896738335126,0.7077890073355491,0.6809735958554669,16.32,2.0,0.03,0.015,30.0,MARKET,36495,0.636393969,23225.197898655,0.0,364.95,97678.536036422,97290.337590077,74430.089691422,97290.337590077,"CASH: 76.2%, TQQQ: 23.8%",CASH: 100.0%,-2.709662409923
15,2010-04-20 22:00:00,142,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,BUY,"Histogram=0.0268, Delta=0.0033, VIX=16.32",0.026815411480082152,0.003258896738335126,0.7077890073355491,0.6809735958554669,16.32,2.0,0.03,0.015,30.0,MARKET,71469,0.637668031,45573.496507539,0.0,714.69,97290.337590077,96530.119621538,97290.337590077,51002.151082538,CASH: 100.0%,"CASH: 52.8%, TQQQ: 47.2%",-3.469880378462
16,2010-04-26 22:00:00,158,Liquidating TQQQ position (regime change),TQQQ,SELL,"Histogram=-0.0168, Delta=-0.0812, VIX=22.81",-0.016791083113011918,-0.08124224670642477,0.6123412639800279,0.6291323470930398,22.81,2.0,0.03,0.015,30.0,MARKET,71469,0.66058875,47211.61737375,0.0,714.69,98261.027332538,97499.078456288,51002.151082538,97499.078456288,"CASH: 51.9%, TQQQ: 48.1%",CASH: 100.0%,-2.500921543712
17,2010-06-02 22:00:00,261,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,BUY,"Histogram=0.1876, Delta=0.1117, VIX=29.46",0.18760713296878384,0.11169289344024269,-0.7987221240193563,-0.9863292569881401,29.46,2.0,0.03,0.015,30.0,MARKET,37447,0.494557063,18519.678338161,0.0,374.47,97499.078456288,97106.107279127,97499.078456288,78604.930118127,CASH: 100.0%,"CASH: 80.9%, TQQQ: 19.1%",-2.893892720873
18,2010-06-03 22:00:00,265,Liquidating TQQQ position (regime change),TQQQ,SELL,"Histogram=0.1508, Delta=-0.0368, VIX=35.48",0.1507784239536195,-0.03682870901516434,-0.8176036267203486,-0.9683820506739681,35.48,2.0,0.03,0.015,30.0,MARKET,37447,0.506212281,18956.131286607,0.0,374.47,97580.036511127,97186.591404734,78604.930118127,97186.591404734,"CASH: 80.6%, TQQQ: 19.4%",CASH: 100.0%,-2.813408595266
19,2010-06-10 22:00:00,285,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,BUY,"Histogram=0.1148, Delta=0.0785, VIX=28.79",0.11477125218552586,0.07850655379698812,-0.8227939520337202,-0.937565204219246,28.79,2.0,0.03,0.015,30.0,MARKET,38972,0.453056604,17656.521971088,0.0,389.72,97186.591404734,96779.232521646,97186.591404734,79140.349433646,CASH: 100.0%,"CASH: 81.8%, TQQQ: 18.2%",-3.220767478354
20,2010-06-20 22:00:00,309,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,SELL,"Histogram=0.3369, Delta=-0.0583, VIX=24.88",0.33694195585338954,-0.05832059048968826,-0.04180203306262342,-0.37874398891601296,24.88,2.0,0.03,0.015,30.0,MARKET,38972,0.515265219,20080.916114868,0.0,389.72,99241.366565646,98831.545548514,79140.349433646,98831.545548514,"CASH: 79.7%, TQQQ: 20.3%",CASH: 100.0%,-1.168454451486
21,2010-06-20 22:00:00,309,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,BUY,"Histogram=0.3369, Delta=-0.0583, VIX=24.88",0.33694195585338954,-0.05832059048968826,-0.04180203306262342,-0.37874398891601296,24.88,2.0,0.03,0.015,30.0,MARKET,27918,0.516296781,14413.973531958,0.0,279.18,98831.545548514,98537.965974556,98831.545548514,84138.392016556,CASH: 100.0%,"CASH: 85.4%, TQQQ: 14.6%",-1.462034025444
22,2010-06-23 22:00:00,323,Stop-Loss Triggered,TQQQ,SELL,Price breached stop at 0.46,0.10188220342675855,-0.09647195295551383,-0.03309241929494533,-0.13497462272170388,29.74,2.0,0.03,0.015,30.0,MARKET,27918,0.460944594,12868.651175292,0.0,279.18,97019.924724556,96727.863191848,84138.392016556,96727.863191848,"CASH: 86.7%, TQQQ: 13.3%",CASH: 100.0%,-3.272136808152
23,2010-07-12 22:00:00,369,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,BUY,"Histogram=0.0849, Delta=0.1072, VIX=24.56",0.08492758408688211,0.10718711205413645,-0.2616901753162679,-0.34661775940315004,24.56,2.0,0.03,0.015,30.0,MARKET,52439,0.440231792,23085.314940688,0.0,524.39,96727.863191848,96180.41093916,96727.863191848,73118.15825116,CASH: 100.0%,"CASH: 76.0%, TQQQ: 24.0%",-3.81958906084
24,2010-07-15 22:00:00,381,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,SELL,"Histogram=0.1241, Delta=-0.0734, VIX=26.25",0.12407086614387844,-0.07343171517721514,-0.04631802839357135,-0.1703888945374498,26.25,2.0,0.03,0.015,30.0,MARKET,52439,0.464951583,24381.596060937,0.0,524.39,97524.16031416,96975.364312097,73118.15825116,96975.364312097,"CASH: 75.0%, TQQQ: 25.0%",CASH: 100.0%,-3.024635687903
25,2010-07-15 22:00:00,381,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,BUY,"Histogram=0.1241, Delta=-0.0734, VIX=26.25",0.12407086614387844,-0.07343171517721514,-0.04631802839357135,-0.1703888945374498,26.25,2.0,0.03,0.015,30.0,MARKET,30910,0.465882417,14400.42550947,0.0,309.1,96975.364312097,96651.878272627,96975.364312097,82265.838802627,CASH: 100.0%,"CASH: 85.1%, TQQQ: 14.9%",-3.348121727373
26,2010-07-18 22:00:00,385,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,SELL,"Histogram=0.1447, Delta=0.0206, VIX=25.97",0.1447048191772612,0.02063395303338276,-0.13940858627486108,-0.28411340545212227,25.97,2.0,0.03,0.015,30.0,MARKET,30910,0.425407167,13149.33553197,0.0,309.1,95428.336832627,95106.074334597,82265.838802627,95106.074334597,"CASH: 86.2%, TQQQ: 13.8%",CASH: 100.0%,-4.893925665403
27,2010-07-18 22:00:00,385,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,BUY,"Histogram=0.1447, Delta=0.0206, VIX=25.97",0.1447048191772612,0.02063395303338276,-0.13940858627486108,-0.28411340545212227,25.97,2.0,0.03,0.015,30.0,MARKET,56497,0.426258833,24082.345288001,0.0,564.97,95106.074334597,94517.046047596,95106.074334597,70458.759046596,CASH: 100.0%,"CASH: 74.5%, TQQQ: 25.5%",-5.482953952404
28,2010-07-20 22:00:00,393,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,SELL,"Histogram=0.1093, Delta=-0.0452, VIX=25.64",0.10933244357209221,-0.04519794710483209,-0.04688022706675099,-0.1562126706388432,25.64,2.0,0.03,0.015,30.0,MARKET,56497,0.451891656,25530.522889032,0.0,564.97,96014.838014596,95424.311935628,70458.759046596,95424.311935628,"CASH: 73.4%, TQQQ: 26.6%",CASH: 100.0%,-4.575688064372
29,2010-07-20 22:00:00,393,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,BUY,"Histogram=0.1093, Delta=-0.0452, VIX=25.64",0.10933244357209221,-0.04519794710483209,-0.04688022706675099,-0.1562126706388432,25.64,2.0,0.03,0.015,30.0,MARKET,23457,0.452796344,10621.243841208,0.0,234.57,95424.311935628,95179.13130242,95424.311935628,84568.49809442,CASH: 100.0%,"CASH: 88.9%, TQQQ: 11.1%",-4.82086869758
30,2010-07-21 22:00:00,397,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,SELL,"Histogram=0.1807, Delta=0.0714, VIX=24.63",0.18071630822192436,0.07138386464983215,-0.026361456504318426,-0.20707776472624279,24.63,2.0,0.03,0.015,30.0,MARKET,23457,0.434565,10193.591205,0.0,234.57,94772.29309442,94527.51929942,84568.49809442,94527.51929942,"CASH: 89.2%, TQQQ: 10.8%",CASH: 100.0%,-5.47248070058
31,2010-07-21 22:00:00,397,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,BUY,"Histogram=0.1807, Delta=0.0714, VIX=24.63",0.18071630822192436,0.07138386464983215,-0.026361456504318426,-0.20707776472624279,24.63,2.0,0.03,0.015,30.0,MARKET,50961,0.435435,22190.203035,0.0,509.61,94527.51929942,93995.74126442,94527.51929942,71827.70626442,CASH: 100.0%,"CASH: 76.4%, TQQQ: 23.6%",-6.00425873558
32,2010-07-26 22:00:00,408,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,SELL,"Histogram=0.2223, Delta=-0.0078, VIX=23.19",0.2223353941757715,-0.00779387639401663,0.3636043243696818,0.14126893019391032,23.19,2.0,0.03,0.015,30.0,MARKET,50961,0.48800151,24869.04495111,0.0,509.61,96721.64515442,96187.14121553,71827.70626442,96187.14121553,"CASH: 74.3%, TQQQ: 25.7%",CASH: 100.0%,-3.81285878447
33,2010-07-26 22:00:00,408,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,BUY,"Histogram=0.2223, Delta=-0.0078, VIX=23.19",0.2223353941757715,-0.00779387639401663,0.3636043243696818,0.14126893019391032,23.19,2.0,0.03,0.015,30.0,MARKET,26718,0.48897849,13064.52729582,0.0,267.18,96187.14121553,95906.90973971,96187.14121553,82855.43391971,CASH: 100.0%,"CASH: 86.4%, TQQQ: 13.6%",-4.09309026029
34,2010-08-01 22:00:00,424,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,SELL,"Histogram=0.1604, Delta=0.0339, VIX=22.01",0.16043752003387235,0.03389236716043917,0.3439630345999021,0.18352551456602972,22.01,2.0,0.03,0.015,30.0,MARKET,26718,0.467812719,12499.020226242,0.0,267.18,95366.96567771,95087.274145952,82855.43391971,95087.274145952,"CASH: 86.9%, TQQQ: 13.1%",CASH: 100.0%,-4.912725854048
35,2010-08-01 22:00:00,424,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,BUY,"Histogram=0.1604, Delta=0.0339, VIX=22.01",0.16043752003387235,0.03389236716043917,0.3439630345999021,0.18352551456602972,22.01,2.0,0.03,0.015,30.0,MARKET,54491,0.468749281,25542.617070971,0.0,544.91,95087.274145952,94516.847045981,95087.274145952,68999.747074981,CASH: 100.0%,"CASH: 73.0%, TQQQ: 27.0%",-5.483152954019
36,2010-08-02 22:00:00,428,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,SELL,"Histogram=0.1519, Delta=-0.0086, VIX=22.63",0.15185485802561152,-0.00858266200826083,0.3742416961741526,0.22238683814854107,22.63,2.0,0.03,0.015,30.0,MARKET,54491,0.494244261,26931.864026151,0.0,544.91,95958.569923981,95386.701101132,68999.747074981,95386.701101132,"CASH: 71.9%, TQQQ: 28.1%",CASH: 100.0%,-4.613298898868
37,2010-08-02 22:00:00,428,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,BUY,"Histogram=0.1519, Delta=-0.0086, VIX=22.63",0.15185485802561152,-0.00858266200826083,0.3742416961741526,0.22238683814854107,22.63,2.0,0.03,0.015,30.0,MARKET,27070,0.495233739,13405.97731473,0.0,270.7,95386.701101132,95102.608516402,95386.701101132,81710.023786402,CASH: 100.0%,"CASH: 85.9%, TQQQ: 14.1%",-4.897391483598
38,2010-08-03 22:00:00,432,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,SELL,"Histogram=0.1954, Delta=0.0435, VIX=22.21",0.19538174192879249,0.04352688390318097,0.3571057082751068,0.1617239663463143,22.21,2.0,0.03,0.015,30.0,MARKET,27070,0.488573937,13225.69647459,0.0,270.7,94948.959196402,94665.020260992,81710.023786402,94665.020260992,"CASH: 86.1%, TQQQ: 13.9%",CASH: 100.0%,-5.334979739008
39,2010-08-03 22:00:00,432,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,BUY,"Histogram=0.1954, Delta=0.0435, VIX=22.21",0.19538174192879249,0.04352688390318097,0.3571057082751068,0.1617239663463143,22.21,2.0,0.03,0.015,30.0,MARKET,56320,0.489552063,27571.57218816,0.0,563.2,94665.020260992,94074.276232832,94665.020260992,66530.248072832,CASH: 100.0%,"CASH: 70.7%, TQQQ: 29.3%",-5.925723767168
40,2010-08-04 22:00:00,436,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,SELL,"Histogram=0.1894, Delta=-0.0060, VIX=22.10",0.1894224238351047,-0.00595931809368779,0.38144742369425444,0.19202499985914975,22.1,2.0,0.03,0.015,30.0,MARKET,56320,0.502362135,28293.0354432,0.0,563.2,94851.604872832,94260.083516032,66530.248072832,94260.083516032,"CASH: 70.1%, TQQQ: 29.9%",CASH: 100.0%,-5.739916483968
41,2010-08-04 22:00:00,436,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,BUY,"Histogram=0.1894, Delta=-0.0060, VIX=22.10",0.1894224238351047,-0.00595931809368779,0.38144742369425444,0.19202499985914975,22.1,2.0,0.03,0.015,30.0,MARKET,30072,0.503367865,15137.27843628,0.0,300.72,94260.083516032,93944.241359752,94260.083516032,78822.085079752,CASH: 100.0%,"CASH: 83.9%, TQQQ: 16.1%",-6.055758640248
42,2010-08-10 22:00:00,452,Liquidating TQQQ position (regime change),TQQQ,SELL,"Histogram=-0.0091, Delta=-0.1235, VIX=25.39",-0.009147903929724588,-0.12353883955939515,0.351947378984967,0.36109528291469156,25.39,2.0,0.03,0.015,30.0,MARKET,30072,0.494401104,14867.629999488,0.0,300.72,93704.597591752,93388.99507924,78822.085079752,93388.99507924,"CASH: 84.1%, TQQQ: 15.9%",CASH: 100.0%,-6.61100492076
43,2010-09-01 22:00:00,516,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,BUY,"Histogram=0.0215, Delta=0.1051, VIX=23.19",0.021484602039197442,0.1050905464931236,-0.39873742418127023,-0.42022202622046767,23.19,2.0,0.03,0.015,30.0,MARKET,56276,0.432306875,24328.5016975,0.0,562.76,93388.99507924,92801.93088174,93388.99507924,68497.73338174,CASH: 100.0%,"CASH: 73.8%, TQQQ: 26.2%",-7.19806911826
44,2010-09-15 22:00:00,550,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,SELL,"Histogram=0.3886, Delta=-0.0113, VIX=21.72",0.38858172677278646,-0.0113119354926487,0.5860224372072977,0.19744071043451125,21.72,2.0,0.03,0.015,30.0,MARKET,56276,0.520832646,29310.377986296,0.0,562.76,97837.45108574,97245.351368036,68497.73338174,97245.351368036,"CASH: 70.0%, TQQQ: 30.0%",CASH: 100.0%,-2.754648631964
45,2010-09-15 22:00:00,550,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,BUY,"Histogram=0.3886, Delta=-0.0113, VIX=21.72",0.38858172677278646,-0.0113119354926487,0.5860224372072977,0.19744071043451125,21.72,2.0,0.03,0.015,30.0,MARKET,35608,0.521875354,18582.937605232,0.0,356.08,97245.351368036,96870.706994804,97245.351368036,78306.333762804,CASH: 100.0%,"CASH: 80.8%, TQQQ: 19.2%",-3.129293005196
46,2010-09-19 22:00:00,558,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,SELL,"Histogram=0.3822, Delta=0.0216, VIX=21.50",0.38221609542628554,0.02162933734009494,0.7869001370653521,0.40468404163906657,21.5,2.0,0.03,0.015,30.0,MARKET,35608,0.533736729,19005.297446232,0.0,356.08,97330.655530804,96955.551209036,78306.333762804,96955.551209036,"CASH: 80.5%, TQQQ: 19.5%",CASH: 100.0%,-3.044448790964
47,2010-09-19 22:00:00,558,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,BUY,"Histogram=0.3822, Delta=0.0216, VIX=21.50",0.38221609542628554,0.02162933734009494,0.7869001370653521,0.40468404163906657,21.5,2.0,0.03,0.015,30.0,MARKET,76685,0.534805271,41011.542206635,0.0,766.85,96955.551209036,96147.730637401,96955.551209036,55177.159002401,CASH: 100.0%,"CASH: 57.4%, TQQQ: 42.6%",-3.852269362599
48,2010-09-21 22:00:00,566,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,SELL,"Histogram=0.3444, Delta=-0.0458, VIX=22.51",0.34435940394741127,-0.04583957116860338,0.873440841329618,0.5290814373822067,22.51,2.0,0.03,0.015,30.0,MARKET,76685,0.560949489,43016.411563965,0.0,766.85,98236.630037401,97426.720566366,55177.159002401,97426.720566366,"CASH: 56.2%, TQQQ: 43.8%",CASH: 100.0%,-2.573279433634
49,2010-09-21 22:00:00,566,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,BUY,"Histogram=0.3444, Delta=-0.0458, VIX=22.51",0.34435940394741127,-0.04583957116860338,0.873440841329618,0.5290814373822067,22.51,2.0,0.03,0.015,30.0,MARKET,37362,0.562072511,21000.153155982,0.0,373.62,97426.720566366,97032.121392384,97426.720566366,76052.947410384,CASH: 100.0%,"CASH: 78.4%, TQQQ: 21.6%",-2.967878607616
50,2010-09-23 22:00:00,574,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,SELL,"Histogram=0.3136, Delta=0.0079, VIX=21.71",0.313572086782557,0.00788496940217044,0.9651543984658417,0.6515823116832847,21.71,2.0,0.03,0.015,30.0,MARKET,37362,0.555121323,20740.442869926,0.0,373.62,96814.151484384,96419.77028031,76052.947410384,96419.77028031,"CASH: 78.6%, TQQQ: 21.4%",CASH: 100.0%,-3.58022971969
51,2010-09-23 22:00:00,574,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,BUY,"Histogram=0.3136, Delta=0.0079, VIX=21.71",0.313572086782557,0.00788496940217044,0.9651543984658417,0.6515823116832847,21.71,2.0,0.03,0.015,30.0,MARKET,68355,0.556232677,38021.284636335,0.0,683.55,96419.77028031,95698.236978975,96419.77028031,57714.935643975,CASH: 100.0%,"CASH: 60.3%, TQQQ: 39.7%",-4.301763021025
52,2010-09-26 22:00:00,576,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,SELL,"Histogram=0.2789, Delta=-0.0346, VIX=22.54",0.27894196137829874,-0.03463012540425826,1.0065430269388642,0.7276010655605655,22.54,2.0,0.03,0.015,30.0,MARKET,68355,0.555121323,37945.318033665,0.0,683.55,95698.236978975,94976.70367764,57714.935643975,94976.70367764,"CASH: 60.3%, TQQQ: 39.7%",CASH: 100.0%,-5.02329632236
53,2010-09-26 22:00:00,576,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,BUY,"Histogram=0.2789, Delta=-0.0346, VIX=22.54",0.27894196137829874,-0.03463012540425826,1.0065430269388642,0.7276010655605655,22.54,2.0,0.03,0.015,30.0,MARKET,33666,0.556232677,18726.129303882,0.0,336.66,94976.70367764,94621.336255758,94976.70367764,75913.914373758,CASH: 100.0%,"CASH: 80.2%, TQQQ: 19.8%",-5.378663744242
54,2010-10-03 22:00:00,596,Liquidating TQQQ position (regime change),TQQQ,SELL,"Histogram=-0.0634, Delta=-0.0867, VIX=23.53",-0.06340070984213098,-0.08674578492357998,0.965543075329542,1.028943785171673,23.53,2.0,0.03,0.015,30.0,MARKET,33666,0.566360073,19067.078217618,0.0,336.66,95000.078755758,94644.332591376,75913.914373758,94644.332591376,"CASH: 79.9%, TQQQ: 20.1%",CASH: 100.0%,-5.355667408624
55,2010-10-14 22:00:00,632,"Regime 2: Strong Bull (Histogram > 0, Delta > 0)",TQQQ,BUY,"Histogram=0.0306, Delta=0.0515, VIX=19.03",0.030614517274717423,0.05147457591575477,1.080461574943584,1.0498470576688665,19.03,2.0,0.03,0.015,30.0,MARKET,55809,0.616448833,34403.392920897,0.0,558.09,94644.332591376,94051.873567479,94644.332591376,59682.849670479,CASH: 100.0%,"CASH: 63.5%, TQQQ: 36.5%",-5.948126432521
56,2010-10-18 22:00:00,640,"Regime 3: Waning Bull (Histogram > 0, Delta ≤ 0)",TQQQ,SELL,"Histogram=0.0168, Delta=-0.0436, VIX=20.63",0.016844121280250812,-0.04358432808779167,1.0797260580784709,1.06288193679822,20.63,2.0,0.03,0.015,30.0,MARKET,55809,0.660068271,36837.750136239,0.0,558.09,96557.474431479,95962.509806718,59682.849670479,95962.509806718,"CASH: 61.8%, TQQQ: 38.2%",CASH: 100.0%,-4.037490193282
