# Backtest Dashboard Export
# strategy_name: Hierarchical_Adaptive_v3_5b
# start_date: 2010-01-01
# end_date: 2026-01-20
# initial_capital: 10000.00
# total_return: 8102.29
# annualized_return: 31.61
# sharpe_ratio: 1.14
# max_drawdown: -29.26
# alpha: 6.60
# baseline_ticker: QQQ
Date,Portfolio_Value,Baseline_Value,BuyHold_Value,Regime,Trend,Vol
2013-08-13,22683.68,16609.22,16609.22,1,BullStrong,Low
2013-08-14,22497.66,16546.75,16546.75,1,BullStrong,Low
2013-08-15,21665.18,16266.70,16266.70,1,BullStrong,Low
2013-08-16,21616.40,16261.31,16261.31,1,BullStrong,Low
2013-08-19,21478.15,16232.23,16232.23,3,Sideways,Low
2013-08-20,21594.83,16303.32,16303.32,3,Sideways,Low
2013-08-21,21492.39,16247.31,16247.31,3,Sideways,Low
2013-08-22,21783.46,16406.72,16406.72,3,Sideways,Low
2013-08-23,21992.64,16516.59,16516.59,3,Sideways,Low
2013-08-26,22001.72,16525.20,16525.20,3,Sideways,Low
2013-08-27,21364.00,16186.99,16186.99,3,Sideways,Low
2013-08-28,21484.77,16249.46,16249.46,3,Sideways,Low
2013-08-29,21694.10,16363.64,16363.64,3,Sideways,Low
2013-08-30,21501.00,16258.08,16258.08,3,Sideways,Low
2013-09-03,21669.49,16350.71,16350.71,3,Sideways,Low
2013-09-04,21996.22,16525.20,16525.20,3,Sideways,Low
2013-09-05,22045.52,16553.21,16553.21,3,Sideways,Low
2013-09-06,22082.43,16572.60,16572.60,3,Sideways,Low
2013-09-09,22286.73,16766.48,16766.48,3,Sideways,Low
2013-09-10,22604.87,16848.34,16848.34,3,Sideways,Low
2013-09-11,22432.94,16816.03,16816.03,1,BullStrong,Low
2013-09-12,22366.98,16805.26,16805.26,1,BullStrong,Low
2013-09-13,22415.97,16816.03,16816.03,1,BullStrong,Low
2013-09-16,22391.61,16770.79,16770.79,1,BullStrong,Low
2013-09-17,22604.62,16882.81,16882.81,1,BullStrong,Low
2013-09-18,23210.32,17085.31,17085.31,1,BullStrong,Low
2013-09-19,23318.73,17126.24,17126.24,1,BullStrong,Low
2013-09-20,23104.74,17015.30,17015.30,1,BullStrong,Low
2013-09-23,23086.76,16981.90,16981.90,1,BullStrong,Low
2013-09-24,23011.19,16981.90,16981.90,1,BullStrong,Low
2013-09-25,22848.77,16923.74,16923.74,1,BullStrong,Low
2013-09-26,23234.18,17055.15,17055.15,1,BullStrong,Low
2013-09-27,23156.26,17033.61,17033.61,1,BullStrong,Low
2013-09-30,23134.22,16992.68,16992.68,1,BullStrong,Low
2013-10-01,23555.52,17165.02,17165.02,1,BullStrong,Low
2013-10-02,23525.85,17158.55,17158.55,1,BullStrong,Low
2013-10-03,22921.31,16958.21,16958.21,1,BullStrong,Low
2013-10-04,23354.94,17104.70,17104.70,1,BullStrong,Low
2013-10-07,23278.38,16962.52,16962.52,1,BullStrong,Low
2013-10-08,21855.11,16635.07,16635.07,3,Sideways,Low
2013-10-09,21752.52,16583.37,16583.37,3,Sideways,Low
2013-10-10,22396.44,16934.51,16934.51,3,Sideways,Low
2013-10-11,22640.54,17068.07,17068.07,3,Sideways,Low
2013-10-14,22767.10,17188.71,17188.71,3,Sideways,Low
2013-10-15,22743.31,17121.93,17121.93,3,Sideways,Low
2013-10-16,23109.44,17315.81,17315.81,3,Sideways,Low
2013-10-17,23186.39,17414.91,17414.91,1,BullStrong,Low
2013-10-18,24020.96,17697.11,17697.11,1,BullStrong,Low
2013-10-21,24041.84,17735.89,17735.89,1,BullStrong,Low
2013-10-22,24189.13,17761.74,17761.74,1,BullStrong,Low
2013-10-23,23895.94,17654.03,17654.03,1,BullStrong,Low
2013-10-24,24116.96,17731.58,17731.58,1,BullStrong,Low
2013-10-25,24476.51,17858.68,17858.68,1,BullStrong,Low
2013-10-28,24478.83,17862.99,17862.99,1,BullStrong,Low
2013-10-29,24596.89,17893.15,17893.15,1,BullStrong,Low
2013-10-30,24540.28,17875.92,17875.92,1,BullStrong,Low
2013-10-31,24422.16,17834.98,17834.98,1,BullStrong,Low
2013-11-01,24417.31,17839.29,17839.29,1,BullStrong,Low
2013-11-04,24431.23,17865.14,17865.14,1,BullStrong,Low
2013-11-05,24576.48,17884.53,17884.53,1,BullStrong,Low
2013-11-06,24548.34,17880.22,17880.22,1,BullStrong,Low
2013-11-07,23539.93,17544.16,17544.16,1,BullStrong,Low
2013-11-08,24223.94,17781.13,17781.13,1,BullStrong,Low
2013-11-11,24208.86,17753.12,17753.12,1,BullStrong,Low
2013-11-12,24225.38,17781.13,17781.13,1,BullStrong,Low
2013-11-13,24866.25,17996.55,17996.55,1,BullStrong,Low
2013-11-14,25014.00,18052.56,18052.56,1,BullStrong,Low
2013-11-15,25138.69,18087.03,18087.03,1,BullStrong,Low
2013-11-18,25043.57,17910.38,17910.38,1,BullStrong,Low
2013-11-19,24328.83,17858.68,17858.68,3,Sideways,Low
2013-11-20,24248.05,17815.60,17815.60,3,Sideways,Low
2013-11-21,24592.81,17996.55,17996.55,3,Sideways,Low
2013-11-22,24776.93,18093.49,18093.49,3,Sideways,Low
2013-11-25,24823.73,18136.58,18136.58,3,Sideways,Low
2013-11-26,24939.64,18231.37,18231.37,1,BullStrong,Low
2013-11-27,25307.29,18358.47,18358.47,1,BullStrong,Low
2013-11-29,25616.74,18468.33,18468.33,1,BullStrong,Low
2013-12-02,25586.99,18414.48,18414.48,1,BullStrong,Low
2013-12-03,25438.06,18399.40,18399.40,1,BullStrong,Low
2013-12-04,25486.79,18416.63,18416.63,1,BullStrong,Low
2013-12-05,25426.37,18392.93,18392.93,1,BullStrong,Low
2013-12-06,25815.17,18526.50,18526.50,1,BullStrong,Low
2013-12-09,25856.82,18601.90,18601.90,1,BullStrong,Low
2013-12-10,26007.85,18588.97,18588.97,1,BullStrong,Low
2013-12-11,25287.66,18349.85,18349.85,1,BullStrong,Low
2013-12-12,25138.44,18302.46,18302.46,1,BullStrong,Low
2013-12-13,24946.36,18278.76,18278.76,3,Sideways,Low
2013-12-16,25056.81,18380.01,18380.01,3,Sideways,Low
2013-12-17,25070.66,18343.39,18343.39,3,Sideways,Low
2013-12-18,25477.81,18556.66,18556.66,3,Sideways,Low
2013-12-19,25374.39,18504.95,18504.95,3,Sideways,Low
2013-12-20,25671.36,18634.21,18634.21,3,Sideways,Low
2013-12-23,25885.21,18830.25,18830.25,3,Sideways,Low
2013-12-24,26074.99,18838.86,18838.86,3,Sideways,Low
2013-12-26,26097.85,18901.34,18901.34,1,BullStrong,Low
2013-12-27,25957.78,18853.94,18853.94,1,BullStrong,Low
2013-12-30,25942.18,18825.94,18825.94,1,BullStrong,Low
2013-12-31,26231.61,18948.73,18948.73,1,BullStrong,Low
2014-01-02,25782.53,18800.09,18800.09,1,BullStrong,Low
2014-01-03,25373.50,18664.37,18664.37,1,BullStrong,Low
2014-01-06,25233.99,18595.43,18595.43,3,Sideways,Low
2014-01-07,25496.32,18767.77,18767.77,3,Sideways,Low
2014-01-08,25578.98,18808.70,18808.70,3,Sideways,Low
2014-01-09,25458.09,18746.23,18746.23,3,Sideways,Low
2014-01-10,25574.52,18806.55,18806.55,3,Sideways,Low
2014-01-13,25273.95,18528.65,18528.65,3,Sideways,Low
2014-01-14,25708.97,18881.95,18881.95,3,Sideways,Low
2014-01-15,25998.72,19037.05,19037.05,3,Sideways,Low
2014-01-16,26012.14,19039.21,19039.21,3,Sideways,Low
2014-01-17,25800.52,18931.50,18931.50,3,Sideways,Low
2014-01-21,26074.36,19075.83,19075.83,3,Sideways,Low
2014-01-22,26177.86,19125.38,19125.38,3,Sideways,Low
2014-01-23,26042.69,19060.75,19060.75,3,Sideways,Low
2014-01-24,25319.48,18685.91,18685.91,3,Sideways,Low
2014-01-27,25123.76,18504.95,18504.95,3,Sideways,Low
2014-01-28,24963.67,18494.18,18494.18,3,Sideways,Low
2014-01-29,24594.90,18295.99,18295.99,3,Sideways,Low
2014-01-30,25131.63,18634.21,18634.21,4,Sideways,High
2014-01-31,24935.04,18584.66,18584.66,4,Sideways,High
2014-02-03,24935.04,18158.12,18158.12,4,Sideways,High
2014-02-04,25005.34,18291.68,18291.68,4,Sideways,High
2014-02-05,24724.14,18244.29,18244.29,4,Sideways,High
2014-02-06,24587.34,18476.95,18476.95,4,Sideways,High
2014-02-07,24600.64,18806.55,18806.55,4,Sideways,High
2014-02-10,24600.64,18914.26,18914.26,4,Sideways,High
2014-02-11,24522.74,19129.69,19129.69,4,Sideways,High
2014-02-12,24382.14,19166.31,19166.31,4,Sideways,High
2014-02-13,24541.74,19308.49,19308.49,4,Sideways,High
2014-02-14,24532.24,19347.26,19347.26,4,Sideways,High
2014-02-18,24561.15,19442.05,19442.05,2,BullStrong,High
2014-02-19,24392.51,19308.49,19308.49,2,BullStrong,High
2014-02-20,24506.75,19398.97,19398.97,2,BullStrong,High
2014-02-21,24474.11,19373.12,19373.12,2,BullStrong,High
2014-02-24,24604.67,19476.52,19476.52,2,BullStrong,High
2014-02-25,24577.47,19454.98,19454.98,2,BullStrong,High
2014-02-26,24555.71,19437.74,19437.74,2,BullStrong,High
2014-02-27,24612.83,19482.98,19482.98,2,BullStrong,High
2014-02-28,24450.15,19461.44,19461.44,1,BullStrong,Low
2014-03-03,24377.12,19317.10,19317.10,1,BullStrong,Low
2014-03-04,24756.15,19562.69,19562.69,1,BullStrong,Low
2014-03-05,24905.34,19616.54,19616.54,1,BullStrong,Low
2014-03-06,24840.00,19599.31,19599.31,1,BullStrong,Low
2014-03-07,24577.57,19502.37,19502.37,1,BullStrong,Low
2014-03-10,24586.29,19519.60,19519.60,1,BullStrong,Low
2014-03-11,24391.34,19435.59,19435.59,1,BullStrong,Low
2014-03-12,24591.72,19508.83,19508.83,1,BullStrong,Low
2014-03-13,23738.45,19233.09,19233.09,3,Sideways,Low
2014-03-14,23511.40,19101.68,19101.68,3,Sideways,Low
2014-03-17,23676.76,19269.71,19269.71,3,Sideways,Low
2014-03-18,24201.84,19502.37,19502.37,3,Sideways,Low
2014-03-19,24016.40,19396.81,19396.81,3,Sideways,Low
2014-03-20,24107.61,19450.67,19450.67,3,Sideways,Low
2014-03-21,23654.10,19172.77,19172.77,3,Sideways,Low
2014-03-24,23488.74,19004.74,19004.74,3,Sideways,Low
2014-03-25,23473.81,19067.21,19067.21,3,Sideways,Low
2014-03-26,23055.04,18821.63,18821.63,3,Sideways,Low
2014-03-27,22871.59,18715.86,18715.86,3,Sideways,Low
2014-03-28,22936.50,18752.69,18752.69,3,Sideways,Low
2014-03-31,23067.94,18886.26,18886.26,3,Sideways,Low
2014-04-01,23727.28,19218.01,19218.01,3,Sideways,Low
2014-04-02,23813.51,19267.56,19267.56,3,Sideways,Low
2014-04-03,23551.96,19116.76,19116.76,3,Sideways,Low
2014-04-04,22608.11,18606.20,18606.20,4,Sideways,High
2014-04-07,22608.11,18429.56,18429.56,4,Sideways,High
2014-04-08,22830.89,18599.74,18599.74,4,Sideways,High
2014-04-09,22710.29,18918.57,18918.57,4,Sideways,High
2014-04-10,22956.51,18332.62,18332.62,4,Sideways,High
2014-04-11,23170.91,18119.35,18119.35,4,Sideways,High
2014-04-14,23170.91,18261.53,18261.53,4,Sideways,High
2014-04-15,23261.36,18321.87,18321.87,4,Sideways,High
2014-04-16,23313.29,18565.27,18565.27,4,Sideways,High
2014-04-17,22988.34,18569.58,18569.58,4,Sideways,High
2014-04-21,22988.34,18707.45,18707.45,4,Sideways,High
2014-04-22,23072.09,18856.10,18856.10,4,Sideways,High
2014-04-23,23229.54,18690.22,18690.22,4,Sideways,High
2014-04-24,23279.79,18869.02,18869.02,4,Sideways,High
2014-04-25,23309.94,18567.43,18567.43,4,Sideways,High
2014-04-28,23309.94,18627.75,18627.75,4,Sideways,High
2014-04-29,23154.16,18776.39,18776.39,4,Sideways,High
2014-04-30,23258.01,18825.94,18825.94,4,Sideways,High
2014-05-01,23531.04,18881.95,18881.95,4,Sideways,High
2014-05-02,23748.79,18847.48,18847.48,4,Sideways,High
2014-05-05,23748.79,18946.57,18946.57,4,Sideways,High
2014-05-06,23693.43,18700.99,18700.99,4,Sideways,High
2014-05-07,23567.89,18647.13,18647.13,4,Sideways,High
2014-05-08,23459.01,18629.90,18629.90,4,Sideways,High
2014-05-09,23286.79,18698.84,18698.84,3,Sideways,Low
2014-05-12,23592.81,19006.89,19006.89,3,Sideways,Low
2014-05-13,23749.10,19019.82,19019.82,1,BullStrong,Low
2014-05-14,23488.11,18920.72,18920.72,1,BullStrong,Low
2014-05-15,23089.19,18771.00,18771.00,1,BullStrong,Low
2014-05-16,23406.24,18894.87,18894.87,1,BullStrong,Low
2014-05-19,23472.12,19026.28,19026.28,1,BullStrong,Low
2014-05-20,23579.97,18957.35,18957.35,1,BullStrong,Low
2014-05-21,24068.04,19138.30,19138.30,1,BullStrong,Low
2014-05-22,24289.32,19222.32,19222.32,1,BullStrong,Low
2014-05-23,24687.98,19362.34,19362.34,1,BullStrong,Low
2014-05-27,25371.78,19603.83,19603.83,1,BullStrong,Low
2014-05-28,25194.43,19543.30,19543.30,1,BullStrong,Low
2014-05-29,25569.45,19668.25,19668.25,1,BullStrong,Low
2014-05-30,25556.98,19670.40,19670.40,1,BullStrong,Low
2014-06-02,25547.26,19651.01,19651.01,1,BullStrong,Low
2014-06-03,25480.69,19642.40,19642.40,1,BullStrong,Low
2014-06-04,25682.79,19715.64,19715.64,1,BullStrong,Low
2014-06-05,26177.08,19881.52,19881.52,1,BullStrong,Low
2014-06-06,26496.16,19995.69,19995.69,1,BullStrong,Low
2014-06-09,26488.60,19980.61,19980.61,1,BullStrong,Low
2014-06-10,26570.20,20015.08,20015.08,1,BullStrong,Low
2014-06-11,26542.77,20010.77,20010.77,1,BullStrong,Low
2014-06-12,26020.24,19829.81,19829.81,1,BullStrong,Low
2014-06-13,26159.65,19887.98,19887.98,1,BullStrong,Low
2014-06-16,26168.29,19905.21,19905.21,1,BullStrong,Low
2014-06-17,26256.38,19915.98,19915.98,1,BullStrong,Low
2014-06-18,26608.83,20028.01,20028.01,1,BullStrong,Low
2014-06-19,26538.04,20015.08,20015.08,1,BullStrong,Low
2014-06-20,26582.65,19984.92,19984.92,1,BullStrong,Low
2014-06-23,26584.81,19989.23,19989.23,1,BullStrong,Low
2014-06-24,26547.52,19969.84,19969.84,1,BullStrong,Low
2014-06-25,26912.13,20096.94,20096.94,1,BullStrong,Low
2014-06-26,26963.47,20107.71,20107.71,1,BullStrong,Low
2014-06-27,27175.42,20196.04,20196.04,1,BullStrong,Low
2014-06-30,27192.70,20230.50,20230.50,1,BullStrong,Low
2014-07-01,28006.78,20452.39,20452.39,1,BullStrong,Low
2014-07-02,28092.97,20486.86,20486.86,1,BullStrong,Low
2014-07-03,28500.00,20616.11,20616.11,1,BullStrong,Low
2014-07-07,28468.68,20553.64,20553.64,1,BullStrong,Low
2014-07-08,27542.88,20305.90,20305.90,1,BullStrong,Low
2014-07-09,28011.24,20456.70,20456.70,1,BullStrong,Low
2014-07-10,27811.17,20392.07,20392.07,1,BullStrong,Low
2014-07-11,28182.54,20523.48,20523.48,1,BullStrong,Low
2014-07-14,28244.10,20646.27,20646.27,1,BullStrong,Low
2014-07-15,28360.05,20575.18,20575.18,1,BullStrong,Low
2014-07-16,28605.51,20657.04,20657.04,1,BullStrong,Low
2014-07-17,27740.14,20383.24,20383.24,1,BullStrong,Low
2014-07-18,28731.41,20706.59,20706.59,1,BullStrong,Low
2014-07-21,28718.45,20680.74,20680.74,1,BullStrong,Low
2014-07-22,29080.63,20812.15,20812.15,1,BullStrong,Low
2014-07-23,29496.39,20945.07,20945.07,1,BullStrong,Low
2014-07-24,29418.22,20922.02,20922.02,1,BullStrong,Low
2014-07-25,29145.20,20840.16,20840.16,1,BullStrong,Low
2014-07-28,29148.44,20846.62,20846.62,1,BullStrong,Low
2014-07-29,29058.88,20810.00,20810.00,1,BullStrong,Low
2014-07-30,29322.71,20891.86,20891.86,1,BullStrong,Low
2014-07-31,27962.60,20469.63,20469.63,1,BullStrong,Low
2014-08-01,27619.95,20394.23,20394.23,3,Sideways,Low
2014-08-04,27771.40,20534.25,20534.25,3,Sideways,Low
2014-08-05,27582.42,20376.99,20376.99,3,Sideways,Low
2014-08-06,27556.67,20361.91,20361.91,3,Sideways,Low
2014-08-07,27433.74,20297.29,20297.29,3,Sideways,Low
2014-08-08,27708.41,20443.77,20443.77,3,Sideways,Low
2014-08-11,27838.89,20564.41,20564.41,3,Sideways,Low
2014-08-12,27917.47,20555.79,20555.79,3,Sideways,Low
2014-08-13,28336.59,20773.37,20773.37,3,Sideways,Low
2014-08-14,28543.17,20881.09,20881.09,3,Sideways,Low
2014-08-15,28733.32,20982.34,20982.34,3,Sideways,Low
2014-08-18,28908.07,21143.90,21143.90,3,Sideways,Low
2014-08-19,29287.57,21262.39,21262.39,3,Sideways,Low
2014-08-20,29201.66,21262.39,21262.39,1,BullStrong,Low
2014-08-21,29324.69,21305.47,21305.47,1,BullStrong,Low
2014-08-22,29411.39,21337.79,21337.79,1,BullStrong,Low
2014-08-25,29453.04,21413.18,21413.18,1,BullStrong,Low
2014-08-26,29722.11,21434.73,21434.73,1,BullStrong,Low
2014-08-27,29726.52,21439.03,21439.03,1,BullStrong,Low
2014-08-28,29640.53,21415.34,21415.34,1,BullStrong,Low
2014-08-29,29893.13,21495.05,21495.05,1,BullStrong,Low
2014-09-02,30077.50,21557.52,21557.52,1,BullStrong,Low
2014-09-03,29695.43,21430.42,21430.42,1,BullStrong,Low
2014-09-04,29628.02,21411.03,21411.03,1,BullStrong,Low
2014-09-05,29962.92,21518.74,21518.74,1,BullStrong,Low
2014-09-08,29985.53,21559.67,21559.67,1,BullStrong,Low
2014-09-09,29536.44,21380.87,21380.87,1,BullStrong,Low
2014-09-10,30045.09,21557.52,21557.52,1,BullStrong,Low
2014-09-11,30021.40,21540.28,21540.28,1,BullStrong,Low
2014-09-12,29585.43,21430.42,21430.42,3,Sideways,Low
2014-09-15,29357.91,21223.61,21223.61,3,Sideways,Low
2014-09-16,29538.87,21408.88,21408.88,3,Sideways,Low
2014-09-17,29603.33,21441.19,21441.19,3,Sideways,Low
2014-09-18,29908.86,21602.76,21602.76,3,Sideways,Low
2014-09-19,29824.31,21538.13,21538.13,3,Sideways,Low
2014-09-22,29603.90,21337.79,21337.79,3,Sideways,Low
2014-09-23,29324.71,21279.62,21279.62,3,Sideways,Low
2014-09-24,29764.90,21507.97,21507.97,3,Sideways,Low
2014-09-25,28885.22,21055.58,21055.58,3,Sideways,Low
2014-09-26,29311.93,21279.62,21279.62,3,Sideways,Low
2014-09-29,29281.12,21251.62,21251.62,3,Sideways,Low
2014-09-30,29316.32,21281.78,21281.78,3,Sideways,Low
2014-10-01,28663.45,20941.40,20941.40,3,Sideways,Low
2014-10-02,28660.75,20941.40,20941.40,3,Sideways,Low
2014-10-03,29055.05,21148.21,21148.21,3,Sideways,Low
2014-10-06,29005.28,21102.97,21102.97,3,Sideways,Low
2014-10-07,28397.44,20803.53,20803.53,3,Sideways,Low
2014-10-08,29156.38,21208.53,21208.53,3,Sideways,Low
2014-10-09,28418.77,20866.01,20866.01,4,Sideways,High
2014-10-10,28749.52,20344.68,20344.68,4,Sideways,High
2014-10-13,28749.52,20025.85,20025.85,4,Sideways,High
2014-10-14,29182.64,20028.01,20028.01,4,Sideways,High
2014-10-15,29467.72,19898.75,19898.75,4,Sideways,High
2014-10-16,29253.52,19773.80,19773.80,4,Sideways,High
2014-10-17,29062.94,20034.47,20034.47,4,Sideways,High
2014-10-20,29062.94,20333.91,20333.91,4,Sideways,High
2014-10-21,28889.69,20868.16,20868.16,4,Sideways,High
2014-10-22,28902.29,20760.45,20760.45,4,Sideways,High
2014-10-23,28596.74,21072.81,21072.81,4,Sideways,High
2014-10-24,28625.09,21245.15,21245.15,4,Sideways,High
2014-10-27,28625.09,21260.23,21260.23,4,Sideways,High
2014-10-28,28495.94,21581.21,21581.21,4,Sideways,High
2014-10-29,28504.58,21501.51,21501.51,2,BullStrong,High
2014-10-30,28564.43,21546.75,21546.75,2,BullStrong,High
2014-10-31,28957.73,21844.03,21844.03,2,BullStrong,High
2014-11-03,29043.23,21908.66,21908.66,2,BullStrong,High
2014-11-04,28946.33,21835.42,21835.42,2,BullStrong,High
2014-11-05,28949.18,21837.57,21837.57,2,BullStrong,High
2014-11-06,29040.38,21906.51,21906.51,2,BullStrong,High
2014-11-07,29014.73,21887.12,21887.12,2,BullStrong,High
2014-11-10,28991.64,21964.67,21964.67,1,BullStrong,Low
2014-11-11,29371.11,22033.61,22033.61,1,BullStrong,Low
2014-11-12,29488.64,22072.38,22072.38,1,BullStrong,Low
2014-11-13,29766.44,22167.17,22167.17,1,BullStrong,Low
2014-11-14,29968.98,22236.11,22236.11,1,BullStrong,Low
2014-11-17,29933.33,22169.32,22169.32,1,BullStrong,Low
2014-11-18,30254.67,22335.20,22335.20,1,BullStrong,Low
2014-11-19,29967.83,22233.95,22233.95,1,BullStrong,Low
2014-11-20,30260.97,22333.05,22333.05,1,BullStrong,Low
2014-11-21,30416.19,22376.13,22376.13,1,BullStrong,Low
2014-11-24,30509.34,22550.62,22550.62,1,BullStrong,Low
2014-11-25,31006.36,22585.09,22585.09,1,BullStrong,Low
2014-11-26,31471.91,22731.58,22731.58,1,BullStrong,Low
2014-11-28,31816.92,22837.14,22837.14,1,BullStrong,Low
2014-12-01,31678.92,22578.63,22578.63,1,BullStrong,Low
2014-12-02,31205.77,22669.11,22669.11,1,BullStrong,Low
2014-12-03,31400.81,22710.04,22710.04,1,BullStrong,Low
2014-12-04,31337.33,22699.27,22699.27,1,BullStrong,Low
2014-12-05,31351.52,22701.42,22701.42,1,BullStrong,Low
2014-12-08,31265.27,22539.85,22539.85,1,BullStrong,Low
2014-12-09,31070.44,22610.94,22610.94,1,BullStrong,Low
2014-12-10,29960.71,22255.49,22255.49,1,BullStrong,Low
2014-12-11,30300.13,22361.05,22361.05,1,BullStrong,Low
2014-12-12,29477.77,22117.62,22117.62,3,Sideways,Low
2014-12-15,29235.03,21889.27,21889.27,3,Sideways,Low
2014-12-16,28400.94,21538.13,21538.13,3,Sideways,Low
2014-12-17,29109.87,21930.20,21930.20,3,Sideways,Low
2014-12-18,30091.19,22457.99,22457.99,3,Sideways,Low
2014-12-19,30175.93,22473.07,22473.07,3,Sideways,Low
2014-12-22,30235.47,22529.08,22529.08,3,Sideways,Low
2014-12-23,30147.02,22449.38,22449.38,3,Sideways,Low
2014-12-24,30180.63,22468.76,22468.76,3,Sideways,Low
2014-12-26,30476.36,22628.18,22628.18,3,Sideways,Low
2014-12-29,30471.78,22623.87,22623.87,3,Sideways,Low
2014-12-30,30181.50,22473.07,22473.07,3,Sideways,Low
2014-12-31,29741.49,22242.57,22242.57,3,Sideways,Low
2015-01-02,29620.99,22175.79,22175.79,3,Sideways,Low
2015-01-05,29275.20,21850.50,21850.50,3,Sideways,Low
2015-01-06,28467.97,21557.52,21557.52,3,Sideways,Low
2015-01-07,28974.45,21835.42,21835.42,3,Sideways,Low
2015-01-08,29669.79,22253.34,22253.34,4,Sideways,High
2015-01-09,30059.79,22106.85,22106.85,4,Sideways,High
2015-01-12,30059.79,21876.35,21876.35,4,Sideways,High
2015-01-13,30259.79,21869.88,21869.88,4,Sideways,High
2015-01-14,30524.79,21749.25,21749.25,4,Sideways,High
2015-01-15,31141.04,21467.04,21467.04,4,Sideways,High
2015-01-16,30613.54,21719.09,21719.09,4,Sideways,High
2015-01-20,31118.54,21891.43,21891.43,4,Sideways,High
2015-01-21,30596.26,22003.45,22003.45,3,Sideways,Low
2015-01-22,31387.38,22410.60,22410.60,3,Sideways,Low
2015-01-23,31485.22,22460.15,22460.15,3,Sideways,Low
2015-01-26,31456.54,22434.30,22434.30,3,Sideways,Low
2015-01-27,30220.55,21852.65,21852.65,4,Sideways,High
2015-01-28,30804.75,21740.63,21740.63,4,Sideways,High
2015-01-29,30565.55,21949.59,21949.59,4,Sideways,High
2015-01-30,31202.65,21779.41,21779.41,4,Sideways,High
2015-02-02,31202.65,21968.98,21968.98,4,Sideways,High
2015-02-03,30259.65,22180.09,22180.09,4,Sideways,High
2015-02-04,30307.95,22160.71,22160.71,4,Sideways,High
2015-02-05,29936.50,22352.43,22352.43,4,Sideways,High
2015-02-06,29312.05,22216.72,22216.72,4,Sideways,High
2015-02-09,29312.05,22145.63,22145.63,4,Sideways,High
2015-02-10,28983.15,22490.31,22490.31,4,Sideways,High
2015-02-11,28986.22,22572.17,22572.17,2,BullStrong,High
2015-02-12,29322.94,22834.98,22834.98,2,BullStrong,High
2015-02-13,29574.10,23031.02,23031.02,2,BullStrong,High
2015-02-17,29601.70,23052.56,23052.56,2,BullStrong,High
2015-02-18,29643.10,23084.88,23084.88,2,BullStrong,High
2015-02-19,29789.38,23199.05,23199.05,2,BullStrong,High
2015-02-20,29988.10,23354.16,23354.16,2,BullStrong,High
2015-02-23,30018.46,23377.85,23377.85,2,BullStrong,High
2015-02-24,30040.54,23395.09,23395.09,2,BullStrong,High
2015-02-25,29966.02,23336.92,23336.92,2,BullStrong,High
2015-02-26,30004.04,23455.41,23455.41,1,BullStrong,Low
2015-02-27,29714.07,23352.00,23352.00,1,BullStrong,Low
2015-03-02,29822.85,23563.12,23563.12,1,BullStrong,Low
2015-03-03,29982.28,23453.25,23453.25,1,BullStrong,Low
2015-03-04,29737.09,23362.77,23362.77,1,BullStrong,Low
2015-03-05,29836.02,23403.71,23403.71,1,BullStrong,Low
2015-03-06,29087.90,23138.73,23138.73,1,BullStrong,Low
2015-03-09,29122.31,23205.51,23205.51,1,BullStrong,Low
2015-03-10,28106.04,22774.67,22774.67,1,BullStrong,Low
2015-03-11,27750.81,22643.26,22643.26,1,BullStrong,Low
2015-03-12,28062.98,22791.90,22791.90,3,Sideways,Low
2015-03-13,27893.06,22692.80,22692.80,3,Sideways,Low
2015-03-16,28181.38,22985.78,22985.78,3,Sideways,Low
2015-03-17,28461.84,23022.40,23022.40,3,Sideways,Low
2015-03-18,28851.02,23248.60,23248.60,3,Sideways,Low
2015-03-19,28913.79,23283.07,23283.07,3,Sideways,Low
2015-03-20,29133.31,23380.01,23380.01,3,Sideways,Low
2015-03-23,29088.79,23334.77,23334.77,3,Sideways,Low
2015-03-24,28893.42,23250.75,23250.75,3,Sideways,Low
2015-03-25,27951.16,22718.66,22718.66,3,Sideways,Low
2015-03-26,27829.11,22641.10,22641.10,3,Sideways,Low
2015-03-27,27971.50,22731.58,22731.58,3,Sideways,Low
2015-03-30,28228.02,22992.24,22992.24,3,Sideways,Low
2015-03-31,28010.24,22748.82,22748.82,3,Sideways,Low
2015-04-01,27798.91,22630.33,22630.33,3,Sideways,Low
2015-04-02,27823.01,22645.41,22645.41,3,Sideways,Low
2015-04-06,28005.33,22830.68,22830.68,3,Sideways,Low
2015-04-07,28073.87,22791.90,22791.90,3,Sideways,Low
2015-04-08,28385.86,22972.86,22972.86,3,Sideways,Low
2015-04-09,28635.15,23117.19,23117.19,3,Sideways,Low
2015-04-10,28798.65,23211.98,23211.98,3,Sideways,Low
2015-04-13,28741.41,23153.81,23153.81,3,Sideways,Low
2015-04-14,28580.97,23087.03,23087.03,3,Sideways,Low
2015-04-15,28826.44,23231.37,23231.37,3,Sideways,Low
2015-04-16,28773.95,23199.05,23199.05,3,Sideways,Low
2015-04-17,28140.71,22837.14,22837.14,3,Sideways,Low
2015-04-20,28477.79,23179.66,23179.66,3,Sideways,Low
2015-04-21,28903.57,23278.76,23278.76,3,Sideways,Low
2015-04-22,29125.54,23405.86,23405.86,3,Sideways,Low
2015-04-23,29213.77,23494.18,23494.18,1,BullStrong,Low
