# Backtest Dashboard Export
# strategy_name: Hierarchical_Adaptive_v3_5b
# start_date: 2010-01-01
# end_date: 2026-01-20
# initial_capital: 10000.00
# total_return: 8102.29
# annualized_return: 31.61
# sharpe_ratio: 1.14
# max_drawdown: -29.26
# alpha: 6.60
# baseline_ticker: QQQ
Date,Portfolio_Value,Baseline_Value,BuyHold_Value,Regime,Trend,Vol
2010-05-14,10721.72,10109.87,10109.87,4,Sideways,High
2010-05-17,10721.72,10142.18,10142.18,4,Sideways,High
2010-05-18,10881.47,10002.15,10002.15,4,Sideways,High
2010-05-19,10933.22,9922.45,9922.45,4,Sideways,High
2010-05-20,11213.35,9554.07,9554.07,4,Sideways,High
2010-05-21,11238.55,9659.63,9659.63,4,Sideways,High
2010-05-24,11238.55,9620.85,9620.85,4,Sideways,High
2010-05-25,11244.86,9629.47,9629.47,4,Sideways,High
2010-05-26,11198.72,9521.76,9521.76,4,Sideways,High
2010-05-27,10856.72,9881.52,9881.52,4,Sideways,High
2010-05-28,10973.72,9823.35,9823.35,4,Sideways,High
2010-06-01,11018.72,9732.87,9732.87,4,Sideways,High
2010-06-02,10887.10,9963.38,9963.38,4,Sideways,High
2010-06-03,10783.60,10058.16,10058.16,4,Sideways,High
2010-06-04,11143.60,9714.02,9714.02,4,Sideways,High
2010-06-07,11143.60,9536.84,9536.84,4,Sideways,High
2010-06-08,11166.11,9519.60,9519.60,4,Sideways,High
2010-06-09,11047.08,9439.90,9439.90,3,Sideways,Low
2010-06-10,11361.37,9709.18,9709.18,4,Sideways,High
2010-06-11,11434.05,9801.81,9801.81,3,Sideways,Low
2010-06-14,11432.05,9799.66,9799.66,3,Sideways,Low
2010-06-15,11742.36,10062.47,10062.47,4,Sideways,High
2010-06-16,11803.28,10103.40,10103.40,2,BullStrong,High
2010-06-17,11840.93,10135.72,10135.72,2,BullStrong,High
2010-06-18,11828.38,10124.95,10124.95,2,BullStrong,High
2010-06-21,11727.98,10038.78,10038.78,2,BullStrong,High
2010-06-22,11637.62,9961.22,9961.22,2,BullStrong,High
2010-06-23,11589.93,9920.29,9920.29,2,BullStrong,High
2010-06-24,11414.23,9769.50,9769.50,2,BullStrong,High
2010-06-25,11375.36,9752.26,9752.26,4,Sideways,High
2010-06-28,11375.36,9717.79,9717.79,4,Sideways,High
2010-06-29,11673.14,9342.96,9342.96,4,Sideways,High
2010-06-30,11778.49,9200.78,9200.78,4,Sideways,High
2010-07-01,11799.99,9174.92,9174.92,4,Sideways,High
2010-07-02,11678.51,9149.07,9149.07,4,Sideways,High
2010-07-06,11793.54,9177.08,9177.08,6,BearStrong,High
2010-07-07,11612.94,9470.06,9470.06,6,BearStrong,High
2010-07-08,11522.64,9521.76,9521.76,4,Sideways,High
