# Backtest Dashboard Export
# strategy_name: Hierarchical_Adaptive_v3_5d
# start_date: 2010-01-01
# end_date: 2026-01-20
# initial_capital: 10000.00
# total_return: 8655.13
# annualized_return: 32.15
# sharpe_ratio: 1.11
# max_drawdown: -26.84
# alpha: 7.15
# baseline_ticker: QQQ
Date,Portfolio_Value,Baseline_Value,BuyHold_Value,Regime,Trend,Vol
2010-05-26,11053.80,9629.47,9521.76,4,Sideways,High
2010-05-27,10711.80,9521.76,9881.52,4,Sideways,High
2010-05-28,10828.80,9881.52,9823.35,4,Sideways,High
2010-05-28,10828.80,9823.35,9823.35,4,Sideways,High
2010-06-01,10873.80,,9732.87,4,Sideways,High
2010-06-02,10742.18,9732.87,9963.38,4,Sideways,High
2010-06-03,10638.68,9963.38,10058.16,4,Sideways,High
2010-06-04,10998.68,10058.16,9714.02,4,Sideways,High
2010-06-04,10998.68,9714.02,9714.02,4,Sideways,High
2010-06-08,11021.19,9536.84,9519.60,4,Sideways,High
2010-06-09,11022.30,9519.60,9439.90,4,Sideways,High
2010-06-10,11084.79,9439.90,9709.18,3,Sideways,Low
2010-06-11,11396.87,9709.18,9801.81,4,Sideways,High
2010-06-11,11284.81,9801.81,9801.81,3,Sideways,Low
2010-06-15,11460.71,9799.66,10062.47,3,Sideways,Low
2010-06-16,11668.56,10062.47,10103.40,4,Sideways,High
2010-06-17,11649.36,10103.40,10135.72,2,BullStrong,High
2010-06-18,11686.56,10135.72,10124.95,2,BullStrong,High
2010-06-18,11674.16,10124.95,10124.95,2,BullStrong,High
2010-06-22,11574.96,10038.78,9961.22,2,BullStrong,High
2010-06-23,11485.68,9961.22,9920.29,2,BullStrong,High
2010-06-24,11438.56,9920.29,9769.50,2,BullStrong,High
2010-06-25,11264.96,9769.50,9752.26,2,BullStrong,High
2010-06-25,11226.50,9752.26,9752.26,4,Sideways,High
2010-06-29,11524.28,9717.79,9342.96,4,Sideways,High
2010-06-30,11629.63,9342.96,9200.78,4,Sideways,High
2010-07-01,11651.13,9200.78,9174.92,4,Sideways,High
2010-07-02,11529.65,9174.92,9149.07,4,Sideways,High
2010-07-02,11529.65,9149.07,9149.07,4,Sideways,High
2010-07-06,11644.68,,9177.08,4,Sideways,High
2010-07-07,11464.08,9177.08,9470.06,6,BearStrong,High
2010-07-08,11373.78,9470.06,9521.76,6,BearStrong,High
2010-07-09,11280.25,9521.76,9612.24,4,Sideways,High
2010-07-09,11280.25,9612.24,9612.24,4,Sideways,High
2010-07-13,11159.85,9640.24,9765.19,4,Sideways,High
2010-07-14,11296.38,9765.19,9814.74,4,Sideways,High
2010-07-15,11451.18,9814.74,9823.35,4,Sideways,High
2010-07-16,11152.15,9823.35,9551.92,3,Sideways,Low
2010-07-16,10902.67,9551.92,9551.92,3,Sideways,Low
2010-07-20,11102.80,9633.78,9750.11,3,Sideways,Low
2010-07-21,11128.02,9750.11,9616.54,3,Sideways,Low
2010-07-22,11160.08,9616.54,9859.97,3,Sideways,Low
2010-07-23,11383.82,9859.97,9922.45,3,Sideways,Low
2010-07-23,11441.24,9922.45,9922.45,3,Sideways,Low
2010-07-27,11607.76,10004.31,10000.00,3,Sideways,Low
2010-07-28,11545.40,10000.00,9920.29,3,Sideways,Low
2010-07-29,11427.73,9920.29,9847.05,3,Sideways,Low
2010-07-30,11373.91,9847.05,9868.59,3,Sideways,Low
2010-07-30,11393.71,9868.59,9868.59,3,Sideways,Low
2010-08-03,11661.88,10053.86,10010.77,3,Sideways,Low
2010-08-04,11687.30,10010.77,10111.59,3,Sideways,Low
2010-08-05,11764.27,10111.59,10088.32,3,Sideways,Low
2010-08-06,11734.78,10088.32,10073.24,3,Sideways,Low
2010-08-06,11720.92,10073.24,10073.24,3,Sideways,Low
2010-08-10,11770.55,10142.18,10054.39,3,Sideways,Low
2010-08-11,11491.60,10054.39,9780.27,3,Sideways,Low
2010-08-12,11193.52,9780.27,9702.71,3,Sideways,Low
2010-08-13,11076.61,9702.71,9633.78,3,Sideways,Low
2010-08-13,11013.25,9633.78,9633.78,3,Sideways,Low
2010-08-17,11120.36,9651.01,9774.24,3,Sideways,Low
2010-08-18,11252.99,9774.24,9812.58,3,Sideways,Low
2010-08-19,11191.08,9812.58,9663.94,3,Sideways,Low
2010-08-20,11063.53,9663.94,9676.86,3,Sideways,Low
2010-08-20,11075.41,9676.86,9676.86,3,Sideways,Low
2010-08-24,10819.00,9582.08,9403.27,3,Sideways,Low
2010-08-25,10705.93,9403.27,9493.75,3,Sideways,Low
2010-08-26,10718.18,9493.75,9379.58,3,Sideways,Low
2010-08-27,10684.90,9379.58,9493.75,3,Sideways,Low
2010-08-27,10789.84,9493.75,9493.75,3,Sideways,Low
2010-08-31,10619.99,9394.66,9362.34,3,Sideways,Low
2010-09-01,10347.62,9362.34,9642.40,5,BearStrong,Low
2010-09-02,10404.46,9642.40,9750.11,3,Sideways,Low
2010-09-03,10665.55,9750.11,9911.68,3,Sideways,Low
2010-09-03,10804.30,9911.68,9911.68,3,Sideways,Low
2010-09-07,10756.40,,9844.89,3,Sideways,Low
2010-09-08,10779.60,9844.89,9963.38,3,Sideways,Low
2010-09-09,10901.43,9963.38,10002.15,3,Sideways,Low
2010-09-10,10958.43,10002.15,10038.78,3,Sideways,Low
2010-09-10,10989.88,10038.78,10038.78,3,Sideways,Low
2010-09-14,11239.53,10178.80,10221.89,3,Sideways,Low
2010-09-15,11317.65,10221.89,10286.51,3,Sideways,Low
2010-09-16,11404.59,10286.51,10327.45,3,Sideways,Low
2010-09-17,11468.28,10327.45,10339.29,3,Sideways,Low
2010-09-17,11478.46,10339.29,10339.29,3,Sideways,Low
2010-09-21,11759.41,10519.15,10517.02,3,Sideways,Low
2010-09-22,11732.91,10517.02,10489.01,3,Sideways,Low
2010-09-23,11706.44,10489.01,10484.70,3,Sideways,Low
2010-09-24,11702.74,10484.70,10697.98,3,Sideways,Low
2010-09-24,11885.89,10697.98,10697.98,3,Sideways,Low
2010-09-28,11951.80,10639.81,10635.50,3,Sideways,Low
2010-09-29,11934.07,10635.50,10618.27,3,Sideways,Low
2010-09-30,11875.98,10618.27,10570.87,3,Sideways,Low
2010-10-01,11828.98,10570.87,10557.95,3,Sideways,Low
2010-10-01,11817.88,10557.95,10557.95,3,Sideways,Low
2010-10-05,11826.51,10443.77,10697.98,3,Sideways,Low
2010-10-06,11971.52,10697.98,10605.34,3,Sideways,Low
2010-10-07,11912.53,10605.34,10644.12,3,Sideways,Low
2010-10-08,11946.67,10644.12,10717.36,1,BullStrong,Low
2010-10-08,11979.65,10717.36,10717.36,1,BullStrong,Low
2010-10-12,12135.88,10721.67,10794.92,1,BullStrong,Low
2010-10-13,12337.62,10794.92,10883.24,1,BullStrong,Low
2010-10-14,12345.90,10883.24,10861.70,1,BullStrong,Low
2010-10-15,12806.58,10861.70,11092.20,1,BullStrong,Low
2010-10-15,12910.37,11092.20,11092.20,1,BullStrong,Low
2010-10-19,12572.06,11051.27,10947.87,1,BullStrong,Low
2010-10-20,12701.17,10947.87,11027.57,1,BullStrong,Low
2010-10-21,12785.56,11027.57,11049.12,1,BullStrong,Low
2010-10-22,12953.30,11049.12,11124.52,1,BullStrong,Low
2010-10-22,12987.25,11124.52,11124.52,1,BullStrong,Low
2010-10-26,13180.26,11178.37,11208.53,1,BullStrong,Low
2010-10-27,13273.17,11208.53,11243.00,1,BullStrong,Low
2010-10-28,13333.40,11243.00,11266.70,1,BullStrong,Low
2010-10-29,13282.36,11266.70,11240.84,1,BullStrong,Low
2010-10-29,13270.72,11240.84,11240.84,1,BullStrong,Low
2010-11-02,13589.45,11249.46,11370.10,1,BullStrong,Low
2010-11-03,13726.88,11370.10,11421.80,1,BullStrong,Low
2010-11-04,14100.28,11421.80,11561.83,1,BullStrong,Low
2010-11-05,14150.11,11561.83,11561.83,1,BullStrong,Low
2010-11-05,14150.11,11561.83,11561.83,1,BullStrong,Low
2010-11-09,14039.53,11576.37,11514.43,1,BullStrong,Low
2010-11-10,14143.88,11514.43,11571.52,1,BullStrong,Low
2010-11-11,13991.38,11571.52,11500.43,1,BullStrong,Low
2010-11-12,13531.82,11500.43,11311.93,1,BullStrong,Low
2010-11-12,13446.94,11311.93,11311.93,1,BullStrong,Low
2010-11-16,12919.23,11269.93,11083.58,1,BullStrong,Low
2010-11-17,12910.26,11083.58,11115.90,1,BullStrong,Low
2010-11-18,13317.11,11115.90,11294.70,1,BullStrong,Low
2010-11-19,13417.13,11294.70,11303.32,1,BullStrong,Low
2010-11-19,13421.01,11303.32,11303.32,1,BullStrong,Low
2010-11-23,13217.49,11398.10,11217.15,3,Sideways,Low
2010-11-24,13211.96,11217.15,11443.34,3,Sideways,Low
2010-11-24,13421.96,11443.34,11443.34,3,Sideways,Low
2010-11-26,13396.37,,11367.94,3,Sideways,Low
2010-11-26,13326.37,11367.94,11367.94,3,Sideways,Low
2010-11-30,13178.84,11359.33,11220.38,3,Sideways,Low
2010-12-01,13219.23,11220.38,11458.42,3,Sideways,Low
2010-12-02,13526.95,11458.42,11574.75,3,Sideways,Low
2010-12-03,13658.11,11574.75,11604.91,3,Sideways,Low
2010-12-03,13686.11,11604.91,11604.91,3,Sideways,Low
2010-12-07,13673.59,11599.53,11607.07,3,Sideways,Low
2010-12-08,13725.27,11607.07,11650.15,3,Sideways,Low
2010-12-09,13769.54,11650.15,11662.00,3,Sideways,Low
2010-12-10,13835.57,11662.00,11739.55,3,Sideways,Low
2010-12-10,13907.57,11739.55,11739.55,3,Sideways,Low
2010-12-14,13856.60,11697.54,11718.01,3,Sideways,Low
2010-12-15,13835.18,11718.01,11667.38,3,Sideways,Low
2010-12-16,13850.53,11667.38,11757.86,3,Sideways,Low
2010-12-17,13935.95,11757.86,11744.94,3,Sideways,Low
2010-12-17,13923.95,11744.94,11744.94,3,Sideways,Low
2010-12-21,13997.15,11753.55,11824.64,3,Sideways,Low
2010-12-22,14068.43,11824.64,11823.57,3,Sideways,Low
2010-12-23,14044.07,11823.57,11792.76,3,Sideways,Low
2010-12-23,14015.47,11792.76,11792.76,3,Sideways,Low
2010-12-28,14009.09,11798.79,11777.25,3,Sideways,Low
2010-12-29,14006.15,11777.25,11803.10,3,Sideways,Low
2010-12-30,14005.78,11803.10,11775.10,3,Sideways,Low
2010-12-31,13947.48,11775.10,11732.01,3,Sideways,Low
2010-12-31,13907.48,11732.01,11732.01,3,Sideways,Low
2011-01-04,14213.36,11915.12,11905.43,3,Sideways,Low
2011-01-05,14283.16,11905.43,12007.76,3,Sideways,Low
2011-01-06,14408.42,12007.76,12046.53,3,Sideways,Low
2011-01-07,14440.36,12046.53,12035.76,3,Sideways,Low
2011-01-07,14430.36,12035.76,12035.76,3,Sideways,Low
2011-01-11,14523.34,12081.00,12098.23,3,Sideways,Low
2011-01-12,14608.59,12098.23,12183.33,3,Sideways,Low
2011-01-13,14690.64,12183.33,12187.63,3,Sideways,Low
2011-01-14,14772.84,12187.63,12279.19,3,Sideways,Low
2011-01-14,14725.95,12279.19,12279.19,1,BullStrong,Low
2011-01-18,14786.34,,12313.66,1,BullStrong,Low
2011-01-19,14513.56,12313.66,12173.63,1,BullStrong,Low
2011-01-20,14251.76,12173.63,12087.46,1,BullStrong,Low
2011-01-21,14017.73,12087.46,11994.83,1,BullStrong,Low
2011-01-21,13972.58,11994.83,11994.83,1,BullStrong,Low
2011-01-25,14053.43,12160.71,12178.48,1,BullStrong,Low
2011-01-26,14558.13,12178.48,12242.57,1,BullStrong,Low
2011-01-27,14505.37,12242.57,12317.97,3,Sideways,Low
2011-01-28,14348.55,12317.97,12005.60,3,Sideways,Low
2011-01-28,14055.65,12005.60,12005.60,3,Sideways,Low
2011-02-01,14308.59,12063.77,12289.96,3,Sideways,Low
2011-02-02,14505.70,12289.96,12269.50,3,Sideways,Low
2011-02-03,14495.58,12269.50,12291.58,3,Sideways,Low
2011-02-04,14573.29,12291.58,12359.97,3,Sideways,Low
2011-02-04,14637.43,12359.97,12359.97,3,Sideways,Low
2011-02-08,14792.36,12419.22,12500.00,3,Sideways,Low
2011-02-09,14856.78,12500.00,12479.53,3,Sideways,Low
2011-02-10,14851.71,12479.53,12499.14,3,Sideways,Low
2011-02-11,14928.85,12499.14,12589.40,3,Sideways,Low
2011-02-11,14879.91,12589.40,12589.40,1,BullStrong,Low
2011-02-15,14930.08,12619.56,12602.33,1,BullStrong,Low
2011-02-16,15100.57,12602.33,12684.40,1,BullStrong,Low
2011-02-17,15137.37,12684.40,12679.88,1,BullStrong,Low
2011-02-18,15077.42,12679.88,12651.87,1,BullStrong,Low
2011-02-18,15064.03,12651.87,12651.87,1,BullStrong,Low
2011-02-22,14276.13,,12285.65,1,BullStrong,Low
2011-02-23,13873.82,12285.65,12184.40,1,BullStrong,Low
2011-02-24,13952.73,12184.40,12247.95,1,BullStrong,Low
2011-02-25,14330.78,12247.95,12419.22,1,BullStrong,Low
2011-02-25,14412.67,12419.22,12419.22,1,BullStrong,Low
2011-03-01,14173.77,12445.07,12244.72,3,Sideways,Low
2011-03-02,14031.50,12244.72,12309.35,3,Sideways,Low
2011-03-03,14253.67,12309.35,12551.70,3,Sideways,Low
2011-03-04,14430.70,12551.70,12487.61,3,Sideways,Low
2011-03-04,14372.09,12487.61,12487.61,3,Sideways,Low
2011-03-08,14134.06,12320.12,12369.67,3,Sideways,Low
2011-03-09,14125.45,12369.67,12285.65,3,Sideways,Low
2011-03-10,13910.51,12285.65,12093.93,3,Sideways,Low
2011-03-11,13787.10,12093.93,12169.32,3,Sideways,Low
2011-03-11,13856.05,12169.32,12169.32,3,Sideways,Low
2011-03-15,13678.53,12126.24,11953.90,3,Sideways,Low
2011-03-16,13328.23,11953.90,11665.23,3,Sideways,Low
2011-03-17,13135.80,11665.23,11772.94,3,Sideways,Low
2011-03-18,13220.66,11772.94,11729.86,3,Sideways,Low
2011-03-18,13181.26,11729.86,11729.86,3,Sideways,Low
2011-03-22,13508.59,11956.05,11933.43,3,Sideways,Low
2011-03-23,13530.17,11933.43,12001.29,3,Sideways,Low
2011-03-24,13734.00,12001.29,12214.56,3,Sideways,Low
2011-03-25,13944.34,12214.56,12244.72,3,Sideways,Low
2011-03-25,13971.92,12244.72,12244.72,3,Sideways,Low
2011-03-29,13942.47,12177.94,12296.42,3,Sideways,Low
2011-03-30,14090.42,12296.42,12354.59,3,Sideways,Low
2011-03-31,14152.93,12354.59,12371.82,3,Sideways,Low
2011-04-01,14182.00,12371.82,12378.29,3,Sideways,Low
2011-04-01,14187.91,12378.29,12378.29,3,Sideways,Low
2011-04-05,14095.90,12337.35,12305.04,3,Sideways,Low
2011-04-06,14082.33,12305.04,12335.20,3,Sideways,Low
2011-04-07,14111.57,12335.20,12326.58,3,Sideways,Low
2011-04-08,14061.42,12326.58,12268.42,3,Sideways,Low
2011-04-08,14008.23,12268.42,12268.42,3,Sideways,Low
2011-04-12,13889.60,12227.49,12143.47,3,Sideways,Low
2011-04-13,13876.67,12143.47,12246.88,3,Sideways,Low
2011-04-14,13952.59,12246.88,12225.33,3,Sideways,Low
2011-04-15,13919.58,12225.33,12203.79,3,Sideways,Low
2011-04-15,13899.88,12203.79,12203.79,3,Sideways,Low
2011-04-19,13821.08,12117.62,12193.02,3,Sideways,Low
2011-04-20,14065.75,12193.02,12467.69,3,Sideways,Low
2011-04-21,14388.48,12467.69,12567.86,3,Sideways,Low
2011-04-21,14480.09,12567.86,12567.86,3,Sideways,Low
2011-04-26,14578.58,12600.17,12671.26,1,BullStrong,Low
2011-04-27,14801.53,12671.26,12757.43,1,BullStrong,Low
2011-04-28,14803.15,12757.43,12738.04,1,BullStrong,Low
2011-04-29,14733.72,12738.04,12727.27,1,BullStrong,Low
2011-04-29,14728.72,12727.27,12727.27,1,BullStrong,Low
2011-05-03,14587.26,12703.58,12643.26,1,BullStrong,Low
2011-05-04,14511.30,12643.26,12623.87,1,BullStrong,Low
2011-05-05,14368.00,12623.87,12554.93,1,BullStrong,Low
2011-05-06,14421.37,12554.93,12595.86,1,BullStrong,Low
2011-05-06,14440.37,12595.86,12595.86,1,BullStrong,Low
2011-05-10,14769.34,12643.26,12750.97,1,BullStrong,Low
2011-05-11,14617.90,12750.97,12657.26,1,BullStrong,Low
2011-05-12,14734.60,12657.26,12733.74,1,BullStrong,Low
2011-05-13,14454.49,12733.74,12582.94,1,BullStrong,Low
2011-05-13,14384.49,12582.94,12582.94,1,BullStrong,Low
2011-05-17,13908.33,12365.14,12399.83,1,BullStrong,Low
2011-05-18,14127.78,12399.83,12503.23,1,BullStrong,Low
2011-05-19,14249.65,12503.23,12539.85,1,BullStrong,Low
2011-05-20,14070.96,12539.85,12443.99,1,BullStrong,Low
2011-05-20,14026.46,12443.99,12443.99,1,BullStrong,Low
2011-05-24,13639.29,12261.96,12186.56,3,Sideways,Low
2011-05-25,13598.60,12186.56,12233.95,3,Sideways,Low
2011-05-26,13692.19,12233.95,12309.67,3,Sideways,Low
2011-05-27,13795.96,12309.67,12371.82,3,Sideways,Low
2011-05-27,13851.64,12371.82,12371.82,3,Sideways,Low
2011-05-31,13978.83,,12572.17,3,Sideways,Low
2011-06-01,13979.99,12572.17,12298.58,3,Sideways,Low
2011-06-02,13749.45,12298.58,12324.43,3,Sideways,Low
2011-06-03,13653.18,12324.43,12139.16,3,Sideways,Low
2011-06-03,13487.20,12139.16,12139.16,3,Sideways,Low
2011-06-07,13319.45,12040.07,12018.53,3,Sideways,Low
2011-06-08,13247.73,12018.53,11932.36,3,Sideways,Low
2011-06-09,13182.82,11932.36,11952.82,3,Sideways,Low
2011-06-10,13253.59,11952.82,11770.79,3,Sideways,Low
2011-06-10,13090.50,11770.79,11770.79,3,Sideways,Low
2011-06-14,13126.10,11770.79,11921.59,3,Sideways,Low
2011-06-15,13215.24,11921.59,11695.39,3,Sideways,Low
2011-06-16,13006.12,11695.39,11650.15,3,Sideways,Low
2011-06-17,12970.12,11650.15,11587.68,3,Sideways,Low
2011-06-17,12914.15,11587.68,11587.68,3,Sideways,Low
2011-06-21,13039.39,11648.00,11897.89,3,Sideways,Low
2011-06-22,13176.04,11897.89,11811.93,4,Sideways,High
2011-06-23,13301.30,11811.93,11921.59,4,Sideways,High
2011-06-24,13240.66,11921.59,11714.78,4,Sideways,High
2011-06-24,13240.66,11714.78,11714.78,4,Sideways,High
2011-06-28,12890.04,11901.12,12078.85,4,Sideways,High
2011-06-29,12800.66,12078.85,12128.39,4,Sideways,High
2011-06-30,12769.04,12128.39,12289.96,4,Sideways,High
2011-07-01,12744.29,12289.96,12475.23,4,Sideways,High
2011-07-01,12744.29,12475.23,12475.23,4,Sideways,High
2011-07-05,12785.54,,12537.70,4,Sideways,High
2011-07-06,12850.16,12537.70,12578.63,4,Sideways,High
2011-07-07,12804.79,12578.63,12750.97,4,Sideways,High
2011-07-08,13017.91,12750.97,12716.50,4,Sideways,High
2011-07-08,13017.91,12716.50,12716.50,4,Sideways,High
2011-07-12,13299.79,12486.00,12391.21,4,Sideways,High
2011-07-13,13343.79,12391.21,12442.91,4,Sideways,High
2011-07-14,13119.66,12442.91,12298.58,4,Sideways,High
2011-07-15,13134.79,12298.58,12462.30,4,Sideways,High
2011-07-15,13134.79,12462.30,12462.30,4,Sideways,High
2011-07-19,13305.29,12395.52,12677.73,4,Sideways,High
2011-07-20,13112.79,12677.73,12623.87,4,Sideways,High
2011-07-21,12987.66,12623.87,12707.88,4,Sideways,High
2011-07-22,13100.41,12707.88,12839.29,4,Sideways,High
2011-07-22,13100.41,12839.29,12839.29,4,Sideways,High
2011-07-26,13038.54,12813.44,12844.68,4,Sideways,High
2011-07-27,13045.41,12844.68,12514.00,4,Sideways,High
2011-07-28,13090.79,12514.00,12535.55,4,Sideways,High
2011-07-29,13397.41,12535.55,12494.61,4,Sideways,High
2011-07-29,13397.41,12494.61,12494.61,4,Sideways,High
2011-08-02,14071.16,12436.45,12121.93,4,Sideways,High
2011-08-03,14116.54,12121.93,12238.26,4,Sideways,High
2011-08-04,14765.54,12238.26,11669.54,4,Sideways,High
2011-08-05,14179.79,11669.54,11596.29,4,Sideways,High
2011-08-05,14179.79,11596.29,11596.29,6,BearStrong,High
2011-08-09,14828.79,10898.32,11423.96,6,BearStrong,High
2011-08-10,15447.54,11423.96,10956.48,6,BearStrong,High
2011-08-11,14321.41,10956.48,11439.03,6,BearStrong,High
2011-08-12,14680.29,11439.03,11540.28,6,BearStrong,High
2011-08-12,14680.29,11540.28,11540.28,6,BearStrong,High
2011-08-16,14806.79,11708.32,11611.37,6,BearStrong,High
2011-08-17,15156.04,11611.37,11542.44,6,BearStrong,High
2011-08-18,15602.91,11542.44,10975.87,6,BearStrong,High
2011-08-19,15787.16,10975.87,10777.68,6,BearStrong,High
2011-08-19,15787.16,10777.68,10777.68,6,BearStrong,High
2011-08-23,15420.04,10816.46,11262.39,6,BearStrong,High
2011-08-24,14771.04,11262.39,11350.71,6,BearStrong,High
