Run ID,Symbol Set,Portfolio Balance,Total Return %,Annualized Return %,Max Drawdown,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Total Trades,Profit Factor,Win Rate %,Avg Win ($),Avg Loss ($),Risk Bull,MACD Fast Period,MACD Slow Period,MACD Signal Period,ATR Period,Allocation Defense,Vix Ema Period,Ema Period Calm,Atr Stop Calm,Ema Period Choppy,Atr Stop Choppy
021,QQQ_TQQQ_VIX,279947.71,26.995,0.239,-0.081,3.71,1.74,2.94,429,0.0,0.24,868.65,-113335.03,0.025,12,26,9,14,0.6,20,25,2.5,100,2.0
022,QQQ_TQQQ_VIX,73544.79,6.354,0.137,-0.078,2.71,1.26,1.74,429,0.0,0.24,324.99,-39159.6,0.015,12,26,9,14,0.6,20,25,2.5,100,2.5
023,QQQ_TQQQ_VIX,144141.53,13.414,0.187,-0.08,3.3,1.54,2.34,429,0.0,0.24,526.61,-67429.05,0.02,12,26,9,14,0.6,20,25,2.5,100,2.5
024,QQQ_TQQQ_VIX,279947.71,26.995,0.239,-0.081,3.71,1.74,2.94,429,0.0,0.24,868.65,-113335.03,0.025,12,26,9,14,0.6,20,25,2.5,100,2.5
025,QQQ_TQQQ_VIX,73544.79,6.354,0.137,-0.078,2.71,1.26,1.74,429,0.0,0.24,324.99,-39159.6,0.015,12,26,9,14,0.6,20,25,2.5,100,1.0
026,QQQ_TQQQ_VIX,144141.53,13.414,0.187,-0.08,3.3,1.54,2.34,429,0.0,0.24,526.61,-67429.05,0.02,12,26,9,14,0.6,20,25,2.5,100,1.0
027,QQQ_TQQQ_VIX,279947.71,26.995,0.239,-0.081,3.71,1.74,2.94,429,0.0,0.24,868.65,-113335.03,0.025,12,26,9,14,0.6,20,25,2.5,100,1.0
028,QQQ_TQQQ_VIX,122317.31,11.232,0.174,-0.08,3.17,1.48,2.19,428,0.0,0.241,466.44,-59311.11,0.015,12,26,9,14,0.6,20,25,2.0,50,2.0
029,QQQ_TQQQ_VIX,281302.15,27.130,0.239,-0.081,3.72,1.74,2.94,428,0.0,0.241,871.18,-113851.78,0.02,12,26,9,14,0.6,20,25,2.0,50,2.0
030,QQQ_TQQQ_VIX,641181.56,63.118,0.306,-0.083,4.11,1.91,3.7,428,0.0,0.241,1667.66,-219087.43,0.025,12,26,9,14,0.6,20,25,2.0,50,2.0
031,QQQ_TQQQ_VIX,122317.31,11.232,0.174,-0.08,3.17,1.48,2.19,428,0.0,0.241,466.44,-59311.11,0.015,12,26,9,14,0.6,20,25,2.0,50,2.5
032,QQQ_TQQQ_VIX,281302.15,27.130,0.239,-0.081,3.72,1.74,2.94,428,0.0,0.241,871.18,-113851.78,0.02,12,26,9,14,0.6,20,25,2.0,50,2.5
033,QQQ_TQQQ_VIX,641181.56,63.118,0.306,-0.083,4.11,1.91,3.7,428,0.0,0.241,1667.66,-219087.43,0.025,12,26,9,14,0.6,20,25,2.0,50,2.5
034,QQQ_TQQQ_VIX,122317.31,11.232,0.174,-0.08,3.17,1.48,2.19,428,0.0,0.241,466.44,-59311.11,0.015,12,26,9,14,0.6,20,25,2.0,50,1.0
035,QQQ_TQQQ_VIX,281302.15,27.130,0.239,-0.081,3.72,1.74,2.94,428,0.0,0.241,871.18,-113851.78,0.02,12,26,9,14,0.6,20,25,2.0,50,1.0
