Run ID,Symbol Set,Portfolio Balance,Total Return %,Annualized Return %,Max Drawdown,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Total Trades,Profit Factor,Win Rate %,Avg Win ($),Avg Loss ($),Risk Bull,MACD Fast Period,MACD Slow Period,MACD Signal Period,ATR Period,Allocation Defense,Vix Ema Period,Ema Period Calm,Atr Stop Calm,Ema Period Choppy,Atr Stop Choppy
135,QQQ_TQQQ_VIX,4706507.52,469.651,0.485,-0.132,3.92,1.64,3.67,321,0.0,0.315,11000.51,-1952911.18,0.05,12,26,9,14,0.6,20,100,2.0,75,2.5
136,QQQ_TQQQ_VIX,5868062.47,585.806,0.506,-0.147,3.82,1.57,3.45,304,0.0,0.332,12104.19,-2560913.03,0.06,12,26,9,14,0.6,20,100,2.0,75,2.5
137,QQQ_TQQQ_VIX,4706507.52,469.651,0.485,-0.132,3.92,1.64,3.67,321,0.0,0.315,11000.51,-1952911.18,0.05,12,26,9,14,0.6,20,100,2.0,75,1.0
138,QQQ_TQQQ_VIX,5868062.47,585.806,0.506,-0.147,3.82,1.57,3.45,304,0.0,0.332,12104.19,-2560913.03,0.06,12,26,9,14,0.6,20,100,2.0,75,1.0
139,QQQ_TQQQ_VIX,4706507.52,469.651,0.485,-0.132,3.92,1.64,3.67,321,0.0,0.315,11000.51,-1952911.18,0.05,12,26,9,14,0.6,20,100,2.0,100,2.0
140,QQQ_TQQQ_VIX,5868062.47,585.806,0.506,-0.147,3.82,1.57,3.45,304,0.0,0.332,12104.19,-2560913.03,0.06,12,26,9,14,0.6,20,100,2.0,100,2.0
141,QQQ_TQQQ_VIX,4706507.52,469.651,0.485,-0.132,3.92,1.64,3.67,321,0.0,0.315,11000.51,-1952911.18,0.05,12,26,9,14,0.6,20,100,2.0,100,2.5
142,QQQ_TQQQ_VIX,5868062.47,585.806,0.506,-0.147,3.82,1.57,3.45,304,0.0,0.332,12104.19,-2560913.03,0.06,12,26,9,14,0.6,20,100,2.0,100,2.5
143,QQQ_TQQQ_VIX,4706507.52,469.651,0.485,-0.132,3.92,1.64,3.67,321,0.0,0.315,11000.51,-1952911.18,0.05,12,26,9,14,0.6,20,100,2.0,100,1.0
144,QQQ_TQQQ_VIX,5868062.47,585.806,0.506,-0.147,3.82,1.57,3.45,304,0.0,0.332,12104.19,-2560913.03,0.06,12,26,9,14,0.6,20,100,2.0,100,1.0
145,QQQ_TQQQ_VIX,-430088.88,-44.009,,-1.0,,0.19,,67,0.0,0.463,145.75,-260552.61,0.05,12,26,9,14,0.6,20,100,1.0,50,2.0
146,QQQ_TQQQ_VIX,-193742.17,-20.374,,-1.0,,0.15,,57,0.0,0.544,102.77,-75428.2,0.06,12,26,9,14,0.6,20,100,1.0,50,2.0
147,QQQ_TQQQ_VIX,-430088.88,-44.009,,-1.0,,0.19,,67,0.0,0.463,145.75,-260552.61,0.05,12,26,9,14,0.6,20,100,1.0,50,2.5
148,QQQ_TQQQ_VIX,-193742.17,-20.374,,-1.0,,0.15,,57,0.0,0.544,102.77,-75428.2,0.06,12,26,9,14,0.6,20,100,1.0,50,2.5
149,QQQ_TQQQ_VIX,-430088.88,-44.009,,-1.0,,0.19,,67,0.0,0.463,145.75,-260552.61,0.05,12,26,9,14,0.6,20,100,1.0,50,1.0
150,QQQ_TQQQ_VIX,-193742.17,-20.374,,-1.0,,0.15,,57,0.0,0.544,102.77,-75428.2,0.06,12,26,9,14,0.6,20,100,1.0,50,1.0
151,QQQ_TQQQ_VIX,-430088.88,-44.009,,-1.0,,0.19,,67,0.0,0.463,145.75,-260552.61,0.05,12,26,9,14,0.6,20,100,1.0,75,2.0
152,QQQ_TQQQ_VIX,-193742.17,-20.374,,-1.0,,0.15,,57,0.0,0.544,102.77,-75428.2,0.06,12,26,9,14,0.6,20,100,1.0,75,2.0
153,QQQ_TQQQ_VIX,-430088.88,-44.009,,-1.0,,0.19,,67,0.0,0.463,145.75,-260552.61,0.05,12,26,9,14,0.6,20,100,1.0,75,2.5
154,QQQ_TQQQ_VIX,-193742.17,-20.374,,-1.0,,0.15,,57,0.0,0.544,102.77,-75428.2,0.06,12,26,9,14,0.6,20,100,1.0,75,2.5
155,QQQ_TQQQ_VIX,-430088.88,-44.009,,-1.0,,0.19,,67,0.0,0.463,145.75,-260552.61,0.05,12,26,9,14,0.6,20,100,1.0,75,1.0
156,QQQ_TQQQ_VIX,-193742.17,-20.374,,-1.0,,0.15,,57,0.0,0.544,102.77,-75428.2,0.06,12,26,9,14,0.6,20,100,1.0,75,1.0
157,QQQ_TQQQ_VIX,-430088.88,-44.009,,-1.0,,0.19,,67,0.0,0.463,145.75,-260552.61,0.05,12,26,9,14,0.6,20,100,1.0,100,2.0
158,QQQ_TQQQ_VIX,-193742.17,-20.374,,-1.0,,0.15,,57,0.0,0.544,102.77,-75428.2,0.06,12,26,9,14,0.6,20,100,1.0,100,2.0
159,QQQ_TQQQ_VIX,-430088.88,-44.009,,-1.0,,0.19,,67,0.0,0.463,145.75,-260552.61,0.05,12,26,9,14,0.6,20,100,1.0,100,2.5
160,QQQ_TQQQ_VIX,-193742.17,-20.374,,-1.0,,0.15,,57,0.0,0.544,102.77,-75428.2,0.06,12,26,9,14,0.6,20,100,1.0,100,2.5
161,QQQ_TQQQ_VIX,-430088.88,-44.009,,-1.0,,0.19,,67,0.0,0.463,145.75,-260552.61,0.05,12,26,9,14,0.6,20,100,1.0,100,1.0
162,QQQ_TQQQ_VIX,-193742.17,-20.374,,-1.0,,0.15,,57,0.0,0.544,102.77,-75428.2,0.06,12,26,9,14,0.6,20,100,1.0,100,1.0
163,QQQ_TQQQ_VIX,5312666.30,530.267,0.496,-0.108,4.73,2.06,4.58,427,0.0,0.241,9399.93,-1364897.71,0.05,12,26,9,14,0.6,50,25,2.5,50,2.0
164,QQQ_TQQQ_VIX,12252846.76,1224.285,0.579,-0.124,4.84,2.01,4.66,421,0.0,0.245,18552.08,-2951333.91,0.06,12,26,9,14,0.6,50,25,2.5,50,2.0
165,QQQ_TQQQ_VIX,5312666.30,530.267,0.496,-0.108,4.73,2.06,4.58,427,0.0,0.241,9399.93,-1364897.71,0.05,12,26,9,14,0.6,50,25,2.5,50,2.5
166,QQQ_TQQQ_VIX,12252846.76,1224.285,0.579,-0.124,4.84,2.01,4.66,421,0.0,0.245,18552.08,-2951333.91,0.06,12,26,9,14,0.6,50,25,2.5,50,2.5
167,QQQ_TQQQ_VIX,5312666.30,530.267,0.496,-0.108,4.73,2.06,4.58,427,0.0,0.241,9399.93,-1364897.71,0.05,12,26,9,14,0.6,50,25,2.5,50,1.0
168,QQQ_TQQQ_VIX,12252846.76,1224.285,0.579,-0.124,4.84,2.01,4.66,421,0.0,0.245,18552.08,-2951333.91,0.06,12,26,9,14,0.6,50,25,2.5,50,1.0
169,QQQ_TQQQ_VIX,5312666.30,530.267,0.496,-0.108,4.73,2.06,4.58,427,0.0,0.241,9399.93,-1364897.71,0.05,12,26,9,14,0.6,50,25,2.5,75,2.0
170,QQQ_TQQQ_VIX,12252846.76,1224.285,0.579,-0.124,4.84,2.01,4.66,421,0.0,0.245,18552.08,-2951333.91,0.06,12,26,9,14,0.6,50,25,2.5,75,2.0
171,QQQ_TQQQ_VIX,5312666.30,530.267,0.496,-0.108,4.73,2.06,4.58,427,0.0,0.241,9399.93,-1364897.71,0.05,12,26,9,14,0.6,50,25,2.5,75,2.5
172,QQQ_TQQQ_VIX,12252846.76,1224.285,0.579,-0.124,4.84,2.01,4.66,421,0.0,0.245,18552.08,-2951333.91,0.06,12,26,9,14,0.6,50,25,2.5,75,2.5
173,QQQ_TQQQ_VIX,5312666.30,530.267,0.496,-0.108,4.73,2.06,4.58,427,0.0,0.241,9399.93,-1364897.71,0.05,12,26,9,14,0.6,50,25,2.5,75,1.0
174,QQQ_TQQQ_VIX,12252846.76,1224.285,0.579,-0.124,4.84,2.01,4.66,421,0.0,0.245,18552.08,-2951333.91,0.06,12,26,9,14,0.6,50,25,2.5,75,1.0
175,QQQ_TQQQ_VIX,5312666.30,530.267,0.496,-0.108,4.73,2.06,4.58,427,0.0,0.241,9399.93,-1364897.71,0.05,12,26,9,14,0.6,50,25,2.5,100,2.0
176,QQQ_TQQQ_VIX,12252846.76,1224.285,0.579,-0.124,4.84,2.01,4.66,421,0.0,0.245,18552.08,-2951333.91,0.06,12,26,9,14,0.6,50,25,2.5,100,2.0
177,QQQ_TQQQ_VIX,5312666.30,530.267,0.496,-0.108,4.73,2.06,4.58,427,0.0,0.241,9399.93,-1364897.71,0.05,12,26,9,14,0.6,50,25,2.5,100,2.5
178,QQQ_TQQQ_VIX,12252846.76,1224.285,0.579,-0.124,4.84,2.01,4.66,421,0.0,0.245,18552.08,-2951333.91,0.06,12,26,9,14,0.6,50,25,2.5,100,2.5
179,QQQ_TQQQ_VIX,5312666.30,530.267,0.496,-0.108,4.73,2.06,4.58,427,0.0,0.241,9399.93,-1364897.71,0.05,12,26,9,14,0.6,50,25,2.5,100,1.0
180,QQQ_TQQQ_VIX,12252846.76,1224.285,0.579,-0.124,4.84,2.01,4.66,421,0.0,0.245,18552.08,-2951333.91,0.06,12,26,9,14,0.6,50,25,2.5,100,1.0
181,QQQ_TQQQ_VIX,15167710.78,1515.771,0.601,-0.128,4.88,2.0,4.69,418,0.0,0.246,22162.93,-3598490.52,0.05,12,26,9,14,0.6,50,25,2.0,50,2.0
182,QQQ_TQQQ_VIX,23889871.60,2387.987,0.648,-0.147,4.82,1.92,4.42,404,0.0,0.255,29874.94,-5621712.36,0.06,12,26,9,14,0.6,50,25,2.0,50,2.0
183,QQQ_TQQQ_VIX,15167710.78,1515.771,0.601,-0.128,4.88,2.0,4.69,418,0.0,0.246,22162.93,-3598490.52,0.05,12,26,9,14,0.6,50,25,2.0,50,2.5
184,QQQ_TQQQ_VIX,23889871.60,2387.987,0.648,-0.147,4.82,1.92,4.42,404,0.0,0.255,29874.94,-5621712.36,0.06,12,26,9,14,0.6,50,25,2.0,50,2.5
185,QQQ_TQQQ_VIX,15167710.78,1515.771,0.601,-0.128,4.88,2.0,4.69,418,0.0,0.246,22162.93,-3598490.52,0.05,12,26,9,14,0.6,50,25,2.0,50,1.0
186,QQQ_TQQQ_VIX,23889871.60,2387.987,0.648,-0.147,4.82,1.92,4.42,404,0.0,0.255,29874.94,-5621712.36,0.06,12,26,9,14,0.6,50,25,2.0,50,1.0
187,QQQ_TQQQ_VIX,15167710.78,1515.771,0.601,-0.128,4.88,2.0,4.69,418,0.0,0.246,22162.93,-3598490.52,0.05,12,26,9,14,0.6,50,25,2.0,75,2.0
188,QQQ_TQQQ_VIX,23889871.60,2387.987,0.648,-0.147,4.82,1.92,4.42,404,0.0,0.255,29874.94,-5621712.36,0.06,12,26,9,14,0.6,50,25,2.0,75,2.0
189,QQQ_TQQQ_VIX,15167710.78,1515.771,0.601,-0.128,4.88,2.0,4.69,418,0.0,0.246,22162.93,-3598490.52,0.05,12,26,9,14,0.6,50,25,2.0,75,2.5
190,QQQ_TQQQ_VIX,23889871.60,2387.987,0.648,-0.147,4.82,1.92,4.42,404,0.0,0.255,29874.94,-5621712.36,0.06,12,26,9,14,0.6,50,25,2.0,75,2.5
191,QQQ_TQQQ_VIX,15167710.78,1515.771,0.601,-0.128,4.88,2.0,4.69,418,0.0,0.246,22162.93,-3598490.52,0.05,12,26,9,14,0.6,50,25,2.0,75,1.0
192,QQQ_TQQQ_VIX,23889871.60,2387.987,0.648,-0.147,4.82,1.92,4.42,404,0.0,0.255,29874.94,-5621712.36,0.06,12,26,9,14,0.6,50,25,2.0,75,1.0
193,QQQ_TQQQ_VIX,15167710.78,1515.771,0.601,-0.128,4.88,2.0,4.69,418,0.0,0.246,22162.93,-3598490.52,0.05,12,26,9,14,0.6,50,25,2.0,100,2.0
194,QQQ_TQQQ_VIX,23889871.60,2387.987,0.648,-0.147,4.82,1.92,4.42,404,0.0,0.255,29874.94,-5621712.36,0.06,12,26,9,14,0.6,50,25,2.0,100,2.0
195,QQQ_TQQQ_VIX,15167710.78,1515.771,0.601,-0.128,4.88,2.0,4.69,418,0.0,0.246,22162.93,-3598490.52,0.05,12,26,9,14,0.6,50,25,2.0,100,2.5
196,QQQ_TQQQ_VIX,23889871.60,2387.987,0.648,-0.147,4.82,1.92,4.42,404,0.0,0.255,29874.94,-5621712.36,0.06,12,26,9,14,0.6,50,25,2.0,100,2.5
197,QQQ_TQQQ_VIX,15167710.78,1515.771,0.601,-0.128,4.88,2.0,4.69,418,0.0,0.246,22162.93,-3598490.52,0.05,12,26,9,14,0.6,50,25,2.0,100,1.0
198,QQQ_TQQQ_VIX,23889871.60,2387.987,0.648,-0.147,4.82,1.92,4.42,404,0.0,0.255,29874.94,-5621712.36,0.06,12,26,9,14,0.6,50,25,2.0,100,1.0
199,QQQ_TQQQ_VIX,-2045486.67,-205.549,,-1.0,,0.26,,59,0.0,0.305,195.71,-441685.67,0.05,12,26,9,14,0.6,50,25,1.0,50,2.0
200,QQQ_TQQQ_VIX,-1685309.83,-169.531,,-1.0,,0.28,,5,0.0,0.2,73.98,-612443.71,0.06,12,26,9,14,0.6,50,25,1.0,50,2.0
201,QQQ_TQQQ_VIX,-2045486.67,-205.549,,-1.0,,0.26,,59,0.0,0.305,195.71,-441685.67,0.05,12,26,9,14,0.6,50,25,1.0,50,2.5
202,QQQ_TQQQ_VIX,-1685309.83,-169.531,,-1.0,,0.28,,5,0.0,0.2,73.98,-612443.71,0.06,12,26,9,14,0.6,50,25,1.0,50,2.5
203,QQQ_TQQQ_VIX,-2045486.67,-205.549,,-1.0,,0.26,,59,0.0,0.305,195.71,-441685.67,0.05,12,26,9,14,0.6,50,25,1.0,50,1.0
204,QQQ_TQQQ_VIX,-1685309.83,-169.531,,-1.0,,0.28,,5,0.0,0.2,73.98,-612443.71,0.06,12,26,9,14,0.6,50,25,1.0,50,1.0
205,QQQ_TQQQ_VIX,-2045486.67,-205.549,,-1.0,,0.26,,59,0.0,0.305,195.71,-441685.67,0.05,12,26,9,14,0.6,50,25,1.0,75,2.0
206,QQQ_TQQQ_VIX,-1685309.83,-169.531,,-1.0,,0.28,,5,0.0,0.2,73.98,-612443.71,0.06,12,26,9,14,0.6,50,25,1.0,75,2.0
207,QQQ_TQQQ_VIX,-2045486.67,-205.549,,-1.0,,0.26,,59,0.0,0.305,195.71,-441685.67,0.05,12,26,9,14,0.6,50,25,1.0,75,2.5
208,QQQ_TQQQ_VIX,-1685309.83,-169.531,,-1.0,,0.28,,5,0.0,0.2,73.98,-612443.71,0.06,12,26,9,14,0.6,50,25,1.0,75,2.5
209,QQQ_TQQQ_VIX,-2045486.67,-205.549,,-1.0,,0.26,,59,0.0,0.305,195.71,-441685.67,0.05,12,26,9,14,0.6,50,25,1.0,75,1.0
210,QQQ_TQQQ_VIX,-1685309.83,-169.531,,-1.0,,0.28,,5,0.0,0.2,73.98,-612443.71,0.06,12,26,9,14,0.6,50,25,1.0,75,1.0
211,QQQ_TQQQ_VIX,-2045486.67,-205.549,,-1.0,,0.26,,59,0.0,0.305,195.71,-441685.67,0.05,12,26,9,14,0.6,50,25,1.0,100,2.0
212,QQQ_TQQQ_VIX,-1685309.83,-169.531,,-1.0,,0.28,,5,0.0,0.2,73.98,-612443.71,0.06,12,26,9,14,0.6,50,25,1.0,100,2.0
213,QQQ_TQQQ_VIX,-2045486.67,-205.549,,-1.0,,0.26,,59,0.0,0.305,195.71,-441685.67,0.05,12,26,9,14,0.6,50,25,1.0,100,2.5
214,QQQ_TQQQ_VIX,-1685309.83,-169.531,,-1.0,,0.28,,5,0.0,0.2,73.98,-612443.71,0.06,12,26,9,14,0.6,50,25,1.0,100,2.5
215,QQQ_TQQQ_VIX,-2045486.67,-205.549,,-1.0,,0.26,,59,0.0,0.305,195.71,-441685.67,0.05,12,26,9,14,0.6,50,25,1.0,100,1.0
216,QQQ_TQQQ_VIX,-1685309.83,-169.531,,-1.0,,0.28,,5,0.0,0.2,73.98,-612443.71,0.06,12,26,9,14,0.6,50,25,1.0,100,1.0
217,QQQ_TQQQ_VIX,2728109.60,271.811,0.434,-0.127,4.06,1.76,3.41,342,0.0,0.284,7290.04,-1002727.66,0.05,12,26,9,14,0.6,50,75,2.5,50,2.0
218,QQQ_TQQQ_VIX,4409782.05,439.978,0.478,-0.136,4.02,1.67,3.52,336,0.0,0.289,10443.35,-1613221.54,0.06,12,26,9,14,0.6,50,75,2.5,50,2.0
219,QQQ_TQQQ_VIX,2728109.60,271.811,0.434,-0.127,4.06,1.76,3.41,342,0.0,0.284,7290.04,-1002727.66,0.05,12,26,9,14,0.6,50,75,2.5,50,2.5
220,QQQ_TQQQ_VIX,4409782.05,439.978,0.478,-0.136,4.02,1.67,3.52,336,0.0,0.289,10443.35,-1613221.54,0.06,12,26,9,14,0.6,50,75,2.5,50,2.5
221,QQQ_TQQQ_VIX,2728109.60,271.811,0.434,-0.127,4.06,1.76,3.41,342,0.0,0.284,7290.04,-1002727.66,0.05,12,26,9,14,0.6,50,75,2.5,50,1.0
222,QQQ_TQQQ_VIX,4409782.05,439.978,0.478,-0.136,4.02,1.67,3.52,336,0.0,0.289,10443.35,-1613221.54,0.06,12,26,9,14,0.6,50,75,2.5,50,1.0
223,QQQ_TQQQ_VIX,2728109.60,271.811,0.434,-0.127,4.06,1.76,3.41,342,0.0,0.284,7290.04,-1002727.66,0.05,12,26,9,14,0.6,50,75,2.5,75,2.0
224,QQQ_TQQQ_VIX,4409782.05,439.978,0.478,-0.136,4.02,1.67,3.52,336,0.0,0.289,10443.35,-1613221.54,0.06,12,26,9,14,0.6,50,75,2.5,75,2.0
225,QQQ_TQQQ_VIX,2728109.60,271.811,0.434,-0.127,4.06,1.76,3.41,342,0.0,0.284,7290.04,-1002727.66,0.05,12,26,9,14,0.6,50,75,2.5,75,2.5
226,QQQ_TQQQ_VIX,4409782.05,439.978,0.478,-0.136,4.02,1.67,3.52,336,0.0,0.289,10443.35,-1613221.54,0.06,12,26,9,14,0.6,50,75,2.5,75,2.5
227,QQQ_TQQQ_VIX,2728109.60,271.811,0.434,-0.127,4.06,1.76,3.41,342,0.0,0.284,7290.04,-1002727.66,0.05,12,26,9,14,0.6,50,75,2.5,75,1.0
228,QQQ_TQQQ_VIX,4409782.05,439.978,0.478,-0.136,4.02,1.67,3.52,336,0.0,0.289,10443.35,-1613221.54,0.06,12,26,9,14,0.6,50,75,2.5,75,1.0
229,QQQ_TQQQ_VIX,2728109.60,271.811,0.434,-0.127,4.06,1.76,3.41,342,0.0,0.284,7290.04,-1002727.66,0.05,12,26,9,14,0.6,50,75,2.5,100,2.0
230,QQQ_TQQQ_VIX,4409782.05,439.978,0.478,-0.136,4.02,1.67,3.52,336,0.0,0.289,10443.35,-1613221.54,0.06,12,26,9,14,0.6,50,75,2.5,100,2.0
231,QQQ_TQQQ_VIX,2728109.60,271.811,0.434,-0.127,4.06,1.76,3.41,342,0.0,0.284,7290.04,-1002727.66,0.05,12,26,9,14,0.6,50,75,2.5,100,2.5
232,QQQ_TQQQ_VIX,4409782.05,439.978,0.478,-0.136,4.02,1.67,3.52,336,0.0,0.289,10443.35,-1613221.54,0.06,12,26,9,14,0.6,50,75,2.5,100,2.5
233,QQQ_TQQQ_VIX,2728109.60,271.811,0.434,-0.127,4.06,1.76,3.41,342,0.0,0.284,7290.04,-1002727.66,0.05,12,26,9,14,0.6,50,75,2.5,100,1.0
234,QQQ_TQQQ_VIX,4409782.05,439.978,0.478,-0.136,4.02,1.67,3.52,336,0.0,0.289,10443.35,-1613221.54,0.06,12,26,9,14,0.6,50,75,2.5,100,1.0
235,QQQ_TQQQ_VIX,5158361.68,514.836,0.493,-0.138,4.03,1.66,3.57,333,0.0,0.291,11877.04,-1878909.09,0.05,12,26,9,14,0.6,50,75,2.0,50,2.0
236,QQQ_TQQQ_VIX,6732397.28,672.240,0.519,-0.15,3.95,1.6,3.47,317,0.0,0.306,13732.37,-2563493.4,0.06,12,26,9,14,0.6,50,75,2.0,50,2.0
237,QQQ_TQQQ_VIX,5158361.68,514.836,0.493,-0.138,4.03,1.66,3.57,333,0.0,0.291,11877.04,-1878909.09,0.05,12,26,9,14,0.6,50,75,2.0,50,2.5
238,QQQ_TQQQ_VIX,6732397.28,672.240,0.519,-0.15,3.95,1.6,3.47,317,0.0,0.306,13732.37,-2563493.4,0.06,12,26,9,14,0.6,50,75,2.0,50,2.5
239,QQQ_TQQQ_VIX,5158361.68,514.836,0.493,-0.138,4.03,1.66,3.57,333,0.0,0.291,11877.04,-1878909.09,0.05,12,26,9,14,0.6,50,75,2.0,50,1.0
240,QQQ_TQQQ_VIX,6732397.28,672.240,0.519,-0.15,3.95,1.6,3.47,317,0.0,0.306,13732.37,-2563493.4,0.06,12,26,9,14,0.6,50,75,2.0,50,1.0
241,QQQ_TQQQ_VIX,5158361.68,514.836,0.493,-0.138,4.03,1.66,3.57,333,0.0,0.291,11877.04,-1878909.09,0.05,12,26,9,14,0.6,50,75,2.0,75,2.0
242,QQQ_TQQQ_VIX,6732397.28,672.240,0.519,-0.15,3.95,1.6,3.47,317,0.0,0.306,13732.37,-2563493.4,0.06,12,26,9,14,0.6,50,75,2.0,75,2.0
243,QQQ_TQQQ_VIX,5158361.68,514.836,0.493,-0.138,4.03,1.66,3.57,333,0.0,0.291,11877.04,-1878909.09,0.05,12,26,9,14,0.6,50,75,2.0,75,2.5
244,QQQ_TQQQ_VIX,6732397.28,672.240,0.519,-0.15,3.95,1.6,3.47,317,0.0,0.306,13732.37,-2563493.4,0.06,12,26,9,14,0.6,50,75,2.0,75,2.5
245,QQQ_TQQQ_VIX,5158361.68,514.836,0.493,-0.138,4.03,1.66,3.57,333,0.0,0.291,11877.04,-1878909.09,0.05,12,26,9,14,0.6,50,75,2.0,75,1.0
246,QQQ_TQQQ_VIX,6732397.28,672.240,0.519,-0.15,3.95,1.6,3.47,317,0.0,0.306,13732.37,-2563493.4,0.06,12,26,9,14,0.6,50,75,2.0,75,1.0
247,QQQ_TQQQ_VIX,5158361.68,514.836,0.493,-0.138,4.03,1.66,3.57,333,0.0,0.291,11877.04,-1878909.09,0.05,12,26,9,14,0.6,50,75,2.0,100,2.0
248,QQQ_TQQQ_VIX,6732397.28,672.240,0.519,-0.15,3.95,1.6,3.47,317,0.0,0.306,13732.37,-2563493.4,0.06,12,26,9,14,0.6,50,75,2.0,100,2.0
249,QQQ_TQQQ_VIX,5158361.68,514.836,0.493,-0.138,4.03,1.66,3.57,333,0.0,0.291,11877.04,-1878909.09,0.05,12,26,9,14,0.6,50,75,2.0,100,2.5
250,QQQ_TQQQ_VIX,6732397.28,672.240,0.519,-0.15,3.95,1.6,3.47,317,0.0,0.306,13732.37,-2563493.4,0.06,12,26,9,14,0.6,50,75,2.0,100,2.5
251,QQQ_TQQQ_VIX,5158361.68,514.836,0.493,-0.138,4.03,1.66,3.57,333,0.0,0.291,11877.04,-1878909.09,0.05,12,26,9,14,0.6,50,75,2.0,100,1.0
252,QQQ_TQQQ_VIX,6732397.28,672.240,0.519,-0.15,3.95,1.6,3.47,317,0.0,0.306,13732.37,-2563493.4,0.06,12,26,9,14,0.6,50,75,2.0,100,1.0
253,QQQ_TQQQ_VIX,-419815.69,-42.982,,-1.0,,0.19,,76,0.0,0.421,149.99,-210433.32,0.05,12,26,9,14,0.6,50,75,1.0,50,2.0
254,QQQ_TQQQ_VIX,-185686.67,-19.569,,-1.0,,0.15,,68,0.0,0.471,102.24,-93989.83,0.06,12,26,9,14,0.6,50,75,1.0,50,2.0
255,QQQ_TQQQ_VIX,-419815.69,-42.982,,-1.0,,0.19,,76,0.0,0.421,149.99,-210433.32,0.05,12,26,9,14,0.6,50,75,1.0,50,2.5
256,QQQ_TQQQ_VIX,-185686.67,-19.569,,-1.0,,0.15,,68,0.0,0.471,102.24,-93989.83,0.06,12,26,9,14,0.6,50,75,1.0,50,2.5
257,QQQ_TQQQ_VIX,-419815.69,-42.982,,-1.0,,0.19,,76,0.0,0.421,149.99,-210433.32,0.05,12,26,9,14,0.6,50,75,1.0,50,1.0
258,QQQ_TQQQ_VIX,-185686.67,-19.569,,-1.0,,0.15,,68,0.0,0.471,102.24,-93989.83,0.06,12,26,9,14,0.6,50,75,1.0,50,1.0
259,QQQ_TQQQ_VIX,-419815.69,-42.982,,-1.0,,0.19,,76,0.0,0.421,149.99,-210433.32,0.05,12,26,9,14,0.6,50,75,1.0,75,2.0
260,QQQ_TQQQ_VIX,-185686.67,-19.569,,-1.0,,0.15,,68,0.0,0.471,102.24,-93989.83,0.06,12,26,9,14,0.6,50,75,1.0,75,2.0
261,QQQ_TQQQ_VIX,-419815.69,-42.982,,-1.0,,0.19,,76,0.0,0.421,149.99,-210433.32,0.05,12,26,9,14,0.6,50,75,1.0,75,2.5
262,QQQ_TQQQ_VIX,-185686.67,-19.569,,-1.0,,0.15,,68,0.0,0.471,102.24,-93989.83,0.06,12,26,9,14,0.6,50,75,1.0,75,2.5
263,QQQ_TQQQ_VIX,-419815.69,-42.982,,-1.0,,0.19,,76,0.0,0.421,149.99,-210433.32,0.05,12,26,9,14,0.6,50,75,1.0,75,1.0
264,QQQ_TQQQ_VIX,-185686.67,-19.569,,-1.0,,0.15,,68,0.0,0.471,102.24,-93989.83,0.06,12,26,9,14,0.6,50,75,1.0,75,1.0
265,QQQ_TQQQ_VIX,-419815.69,-42.982,,-1.0,,0.19,,76,0.0,0.421,149.99,-210433.32,0.05,12,26,9,14,0.6,50,75,1.0,100,2.0
266,QQQ_TQQQ_VIX,-185686.67,-19.569,,-1.0,,0.15,,68,0.0,0.471,102.24,-93989.83,0.06,12,26,9,14,0.6,50,75,1.0,100,2.0
267,QQQ_TQQQ_VIX,-419815.69,-42.982,,-1.0,,0.19,,76,0.0,0.421,149.99,-210433.32,0.05,12,26,9,14,0.6,50,75,1.0,100,2.5
268,QQQ_TQQQ_VIX,-185686.67,-19.569,,-1.0,,0.15,,68,0.0,0.471,102.24,-93989.83,0.06,12,26,9,14,0.6,50,75,1.0,100,2.5
269,QQQ_TQQQ_VIX,-419815.69,-42.982,,-1.0,,0.19,,76,0.0,0.421,149.99,-210433.32,0.05,12,26,9,14,0.6,50,75,1.0,100,1.0
270,QQQ_TQQQ_VIX,-185686.67,-19.569,,-1.0,,0.15,,68,0.0,0.471,102.24,-93989.83,0.06,12,26,9,14,0.6,50,75,1.0,100,1.0
271,QQQ_TQQQ_VIX,2487918.41,247.792,0.425,-0.117,3.92,1.73,3.65,330,0.0,0.306,6785.46,-1047665.92,0.05,12,26,9,14,0.6,50,100,2.5,50,2.0
272,QQQ_TQQQ_VIX,3889653.23,387.965,0.467,-0.129,3.88,1.64,3.61,323,0.0,0.313,9367.99,-1633362.47,0.06,12,26,9,14,0.6,50,100,2.5,50,2.0
273,QQQ_TQQQ_VIX,2487918.41,247.792,0.425,-0.117,3.92,1.73,3.65,330,0.0,0.306,6785.46,-1047665.92,0.05,12,26,9,14,0.6,50,100,2.5,50,2.5
274,QQQ_TQQQ_VIX,3889653.23,387.965,0.467,-0.129,3.88,1.64,3.61,323,0.0,0.313,9367.99,-1633362.47,0.06,12,26,9,14,0.6,50,100,2.5,50,2.5
275,QQQ_TQQQ_VIX,2487918.41,247.792,0.425,-0.117,3.92,1.73,3.65,330,0.0,0.306,6785.46,-1047665.92,0.05,12,26,9,14,0.6,50,100,2.5,50,1.0
276,QQQ_TQQQ_VIX,3889653.23,387.965,0.467,-0.129,3.88,1.64,3.61,323,0.0,0.313,9367.99,-1633362.47,0.06,12,26,9,14,0.6,50,100,2.5,50,1.0
