Trade_ID,Date,Bar_Number,Strategy_State,Ticker,Decision,Decision_Reason,Indicator_SMA_fast,Indicator_SMA_slow,Indicator_T_norm,Indicator_z_score,Threshold_leverage_scalar,Threshold_lower_thresh_z,Threshold_upper_thresh_z,Order_Type,Shares,Fill_Price,Position_Value,Slippage,Commission,Portfolio_Value_Before,Portfolio_Value_After,Cash_Before,Cash_After,Allocation_Before,Allocation_After,Cumulative_Return_Pct
272,2017-09-21 05:00:00-07:00,10771,v3.5b Cell 3: Sideways/Low,TQQQ,SELL,"Kalman T_norm=0.006, SMA_fast=144.02 vs SMA_slow=138.93, z_score=-0.218, vol_crush=True",144.01749999999998,138.92957142857142,0.0064742609893993055,-0.21834852779793656,1.0,0.2,1.0,MARKET,3583,4.668659667,16727.807586861,0.0,35.83,42583.146003417,42530.571451278,2.601137417,16694.578724278,"QQQ: 40.7%, TQQQ: 59.3%","CASH: 39.3%, QQQ: 40.8%, TQQQ: 20.0%",325.30571451278
273,2017-09-21 05:00:00-07:00,10771,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=0.006, SMA_fast=144.02 vs SMA_slow=138.93, z_score=-0.218, vol_crush=True",144.01749999999998,138.92957142857142,0.0064742609893993055,-0.21834852779793656,1.0,0.2,1.0,MARKET,115,144.60446,16629.5129,0.0,1.15,42530.571451278,42512.808551278,16694.578724278,63.915824278,"CASH: 39.3%, QQQ: 40.8%, TQQQ: 20.0%","QQQ: 79.9%, TQQQ: 20.0%",325.12808551278
274,2017-10-06 05:00:00-07:00,10829,v3.5b Cell 1: BullStrong/Low,QQQ,SELL,"Kalman T_norm=0.089, SMA_fast=144.46 vs SMA_slow=140.02, z_score=-0.269, vol_crush=False",144.45825,140.01892857142855,0.08898911249564886,-0.26883611042237965,1.0,0.2,1.0,MARKET,116,147.51234,17111.43144,0.0,1.16,43809.751847278,43791.463287278,63.915824278,17174.187264278,"QQQ: 79.2%, TQQQ: 20.6%","CASH: 39.2%, QQQ: 40.1%, TQQQ: 20.7%",337.91463287278
275,2017-10-06 05:00:00-07:00,10829,v3.5b Cell 1: BullStrong/Low,TQQQ,BUY,"Kalman T_norm=0.089, SMA_fast=144.46 vs SMA_slow=140.02, z_score=-0.269, vol_crush=False",144.45825,140.01892857142855,0.08898911249564886,-0.26883611042237965,1.0,0.2,1.0,MARKET,3443,4.977889917,17138.874984231,0.0,34.43,43791.463287278,43739.911534047,17174.187264278,0.882280047,"CASH: 39.2%, QQQ: 40.1%, TQQQ: 20.7%","QQQ: 40.2%, TQQQ: 59.8%",337.39911534047
276,2017-12-04 06:00:00-08:00,11027,v3.5b Cell 3: Sideways/Low,TQQQ,SELL,"Kalman T_norm=0.048, SMA_fast=151.83 vs SMA_slow=145.13, z_score=0.306, vol_crush=False",151.83375,145.1262142857143,0.048079942108750585,0.3059480346518025,1.0,0.2,1.0,MARKET,3568,5.63061375,20090.02986,0.0,35.68,47831.319780047,47775.529640047,0.882280047,20055.232140047,"QQQ: 38.0%, TQQQ: 62.0%","CASH: 42.0%, QQQ: 38.0%, TQQQ: 20.0%",377.75529640047
277,2017-12-04 06:00:00-08:00,11027,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=0.048, SMA_fast=151.83 vs SMA_slow=145.13, z_score=0.306, vol_crush=False",151.83375,145.1262142857143,0.048079942108750585,0.3059480346518025,1.0,0.2,1.0,MARKET,131,152.86271,20025.01501,0.0,1.31,47775.529640047,47754.214630047,20055.232140047,28.907130047,"CASH: 42.0%, QQQ: 38.0%, TQQQ: 20.0%","QQQ: 79.9%, TQQQ: 20.0%",377.54214630047
278,2017-12-19 06:00:00-08:00,11086,v3.5b Cell 1: BullStrong/Low,QQQ,SELL,"Kalman T_norm=0.089, SMA_fast=153.88 vs SMA_slow=146.39, z_score=0.109, vol_crush=False",153.877,146.38857142857145,0.08912299811709344,0.10880622909609544,1.0,0.2,1.0,MARKET,124,157.5423,19535.2452,0.0,1.24,49651.787130047,49630.992330047,28.907130047,19562.912330047,"QQQ: 79.4%, TQQQ: 20.5%","CASH: 39.4%, QQQ: 40.0%, TQQQ: 20.5%",396.30992330047
279,2017-12-19 06:00:00-08:00,11086,v3.5b Cell 1: BullStrong/Low,TQQQ,BUY,"Kalman T_norm=0.089, SMA_fast=153.88 vs SMA_slow=146.39, z_score=0.109, vol_crush=False",153.877,146.38857142857145,0.08912299811709344,0.10880622909609544,1.0,0.2,1.0,MARKET,3241,6.02602,19530.33082,0.0,32.41,49630.992330047,49579.071510047,19562.912330047,0.171510047,"CASH: 39.4%, QQQ: 40.0%, TQQQ: 20.5%","QQQ: 40.1%, TQQQ: 59.9%",395.79071510047
280,2017-12-26 06:00:00-08:00,11105,v3.5b Cell 3: Sideways/Low,TQQQ,SELL,"Kalman T_norm=0.026, SMA_fast=154.76 vs SMA_slow=146.79, z_score=-0.061, vol_crush=False",154.76075,146.78714285714287,0.025933802536802473,-0.06144921016216209,1.0,0.2,1.0,MARKET,3290,5.966110917,19628.50491693,0.0,32.9,49193.921115047,49141.372961977,0.171510047,19595.776426977,"QQQ: 40.1%, TQQQ: 59.9%","CASH: 39.9%, QQQ: 40.1%, TQQQ: 20.0%",391.41372961977
281,2017-12-26 06:00:00-08:00,11105,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=0.026, SMA_fast=154.76 vs SMA_slow=146.79, z_score=-0.061, vol_crush=False",154.76075,146.78714285714287,0.025933802536802473,-0.06144921016216209,1.0,0.2,1.0,MARKET,125,156.67652,19584.565,0.0,1.25,49141.372961977,49120.557961977,19595.776426977,9.961426977,"CASH: 39.9%, QQQ: 40.1%, TQQQ: 20.0%","QQQ: 80.0%, TQQQ: 20.0%",391.20557961977
282,2018-01-05 06:00:00-08:00,11142,v3.5b Cell 1: BullStrong/Low,QQQ,SELL,"Kalman T_norm=0.127, SMA_fast=155.79 vs SMA_slow=147.71, z_score=-0.448, vol_crush=False",155.79075,147.7129285714286,0.1265692977428666,-0.4477830240441732,1.0,0.2,1.0,MARKET,124,161.75808,20058.00192,0.0,1.24,51313.537676977,51292.219596977,9.961426977,20066.723346977,"QQQ: 79.2%, TQQQ: 20.8%","CASH: 39.1%, QQQ: 40.1%, TQQQ: 20.8%",412.92219596977
283,2018-01-05 06:00:00-08:00,11142,v3.5b Cell 1: BullStrong/Low,TQQQ,BUY,"Kalman T_norm=0.127, SMA_fast=155.79 vs SMA_slow=147.71, z_score=-0.448, vol_crush=False",155.79075,147.7129285714286,0.1265692977428666,-0.4477830240441732,1.0,0.2,1.0,MARKET,3088,6.48773125,20034.1141,0.0,30.88,51292.219596977,51241.325496977,20066.723346977,1.729246977,"CASH: 39.1%, QQQ: 40.1%, TQQQ: 20.8%","QQQ: 40.1%, TQQQ: 59.9%",412.41325496977
284,2018-02-05 06:00:00-08:00,11240,v3.5b Cell 4: Sideways/High,TQQQ,SELL,"Kalman T_norm=0.010, SMA_fast=161.65 vs SMA_slow=151.52, z_score=2.978, vol_crush=False",161.65425,151.52285714285713,0.010006228350938604,2.9783214156342073,1.0,0.2,1.0,MARKET,4733,6.750325917,31949.292565161,0.0,47.33,52064.243085977,51984.931812138,1.729246977,31903.691812138,"QQQ: 38.6%, TQQQ: 61.4%","CASH: 61.4%, QQQ: 38.6%",419.84931812138
285,2018-02-05 06:00:00-08:00,11240,v3.5b Cell 4: Sideways/High,QQQ,SELL,"Kalman T_norm=0.010, SMA_fast=161.65 vs SMA_slow=151.52, z_score=2.978, vol_crush=False",161.65425,151.52285714285713,0.010006228350938604,2.9783214156342073,1.0,0.2,1.0,MARKET,127,157.96188,20061.15876,0.0,1.27,51984.931812138,51963.580572138,31903.691812138,51963.580572138,"CASH: 61.4%, QQQ: 38.6%",CASH: 100.0%,419.63580572138
286,2018-02-05 06:00:00-08:00,11240,v3.5b Cell 4: Sideways/High,TMV,BUY,"Kalman T_norm=0.010, SMA_fast=161.65 vs SMA_slow=151.52, z_score=2.978, vol_crush=False",161.65425,151.52285714285713,0.010006228350938604,2.9783214156342073,1.0,0.2,1.0,MARKET,398,52.127075,20746.57585,0.0,3.98,51963.580572138,51938.874722138,51963.580572138,31213.024722138,CASH: 100.0%,"CASH: 60.1%, TMV: 39.9%",419.38874722138
287,2018-03-08 06:00:00-08:00,11356,v3.5b Cell 3: Sideways/Low,TMV,SELL,"Kalman T_norm=0.043, SMA_fast=165.37 vs SMA_slow=154.77, z_score=1.855, vol_crush=True",165.368,154.7742857142857,0.04335111568661213,1.8554420378056558,1.0,0.2,1.0,MARKET,398,52.79715,21013.2657,0.0,3.98,52247.324722138,52222.310422138,31213.024722138,52222.310422138,"CASH: 59.7%, TMV: 40.3%",CASH: 100.0%,422.22310422138
288,2018-03-08 06:00:00-08:00,11356,v3.5b Cell 3: Sideways/Low,TQQQ,BUY,"Kalman T_norm=0.043, SMA_fast=165.37 vs SMA_slow=154.77, z_score=1.855, vol_crush=True",165.368,154.7742857142857,0.04335111568661213,1.8554420378056558,1.0,0.2,1.0,MARKET,1440,7.241401167,10427.61768048,0.0,14.4,52222.310422138,52197.493221658,52222.310422138,41780.292741658,CASH: 100.0%,"CASH: 80.0%, TQQQ: 20.0%",421.97493221658
289,2018-03-08 06:00:00-08:00,11356,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=0.043, SMA_fast=165.37 vs SMA_slow=154.77, z_score=1.855, vol_crush=True",165.368,154.7742857142857,0.04335111568661213,1.8554420378056558,1.0,0.2,1.0,MARKET,245,170.02986,41657.3157,0.0,2.45,52197.493221658,52153.427521658,41780.292741658,120.527041658,"CASH: 80.0%, TQQQ: 20.0%","QQQ: 79.8%, TQQQ: 20.0%",421.53427521658
290,2018-03-09 06:00:00-08:00,11362,v3.5b Cell 1: BullStrong/Low,QQQ,SELL,"Kalman T_norm=0.155, SMA_fast=165.64 vs SMA_slow=155.00, z_score=1.834, vol_crush=True",165.64249999999998,155.00164285714285,0.1546021883203605,1.834340807539042,1.0,0.2,1.0,MARKET,121,172.98684,20931.40764,0.0,1.21,53568.527521658,53546.365161658,120.527041658,21050.724681658,"QQQ: 79.2%, TQQQ: 20.6%","CASH: 39.3%, QQQ: 40.1%, TQQQ: 20.6%",435.46365161658
291,2018-03-09 06:00:00-08:00,11362,v3.5b Cell 1: BullStrong/Low,TQQQ,BUY,"Kalman T_norm=0.155, SMA_fast=165.64 vs SMA_slow=155.00, z_score=1.834, vol_crush=True",165.64249999999998,155.00164285714285,0.1546021883203605,1.834340807539042,1.0,0.2,1.0,MARKET,2743,7.663072417,21019.807639831,0.0,27.43,53546.365161658,53497.936352827,21050.724681658,3.487041827,"CASH: 39.3%, QQQ: 40.1%, TQQQ: 20.6%","QQQ: 40.1%, TQQQ: 59.9%",434.97936352827
292,2018-03-20 05:00:00-07:00,11396,v3.5b Cell 3: Sideways/Low,TQQQ,SELL,"Kalman T_norm=0.025, SMA_fast=166.56 vs SMA_slow=156.43, z_score=0.675, vol_crush=False",166.565,156.42985714285714,0.024823093412197947,0.67549415712763,1.0,0.2,1.0,MARKET,2752,6.9605325,19155.38544,0.0,27.52,49937.139541827,49890.444981827,3.487041827,19131.352481827,"QQQ: 41.6%, TQQQ: 58.4%","CASH: 38.3%, QQQ: 41.7%, TQQQ: 20.0%",398.90444981827
293,2018-03-20 05:00:00-07:00,11396,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=0.025, SMA_fast=166.56 vs SMA_slow=156.43, z_score=0.675, vol_crush=False",166.565,156.42985714285714,0.024823093412197947,0.67549415712763,1.0,0.2,1.0,MARKET,113,167.81765,18963.39445,0.0,1.13,49890.444981827,49870.370531827,19131.352481827,166.828031827,"CASH: 38.3%, QQQ: 41.7%, TQQQ: 20.0%","QQQ: 79.7%, TQQQ: 20.0%",398.70370531827
294,2018-03-22 05:00:00-07:00,11408,v3.5b Cell 4: Sideways/High,TQQQ,SELL,"Kalman T_norm=-0.328, SMA_fast=166.36 vs SMA_slow=156.73, z_score=1.030, vol_crush=False",166.35999999999999,156.73057142857144,-0.3284592059378876,1.0296628000518708,1.0,0.2,1.0,MARKET,1431,6.358635,9099.206685,0.0,14.31,47858.743031827,47835.324716827,166.828031827,9251.724716827,"QQQ: 80.6%, TQQQ: 19.0%","CASH: 19.3%, QQQ: 80.7%",378.35324716827
295,2018-03-22 05:00:00-07:00,11408,v3.5b Cell 4: Sideways/High,QQQ,SELL,"Kalman T_norm=-0.328, SMA_fast=166.36 vs SMA_slow=156.73, z_score=1.030, vol_crush=False",166.35999999999999,156.73057142857144,-0.3284592059378876,1.0296628000518708,1.0,0.2,1.0,MARKET,237,162.6372,38545.0164,0.0,2.37,47835.324716827,47794.371116827,9251.724716827,47794.371116827,"CASH: 19.3%, QQQ: 80.7%",CASH: 100.0%,377.94371116827
296,2018-03-22 05:00:00-07:00,11408,v3.5b Cell 4: Sideways/High,TMV,BUY,"Kalman T_norm=-0.328, SMA_fast=166.36 vs SMA_slow=156.73, z_score=1.030, vol_crush=False",166.35999999999999,156.73057142857144,-0.3284592059378876,1.0296628000518708,1.0,0.2,1.0,MARKET,376,50.775725,19091.6726,0.0,3.76,47794.371116827,47771.538516827,47794.371116827,28698.938516827,CASH: 100.0%,"CASH: 60.1%, TMV: 39.9%",377.71538516827
297,2018-04-26 05:00:00-07:00,11532,v3.5b Cell 3: Sideways/Low,TMV,SELL,"Kalman T_norm=-0.310, SMA_fast=163.96 vs SMA_slow=159.37, z_score=1.228, vol_crush=True",163.9645,159.37485714285714,-0.3095300512467282,1.2280703072606922,1.0,0.2,1.0,MARKET,376,53.221725,20011.3686,0.0,3.76,48730.338516827,48706.547116827,28698.938516827,48706.547116827,"CASH: 58.9%, TMV: 41.1%",CASH: 100.0%,387.06547116827
298,2018-04-26 05:00:00-07:00,11532,v3.5b Cell 3: Sideways/Low,TQQQ,BUY,"Kalman T_norm=-0.310, SMA_fast=163.96 vs SMA_slow=159.37, z_score=1.228, vol_crush=True",163.9645,159.37485714285714,-0.3095300512467282,1.2280703072606922,1.0,0.2,1.0,MARKET,1596,6.093170083,9724.699452468,0.0,15.96,48706.547116827,48680.872132359,48706.547116827,38965.887664359,CASH: 100.0%,"CASH: 80.0%, TQQQ: 20.0%",386.80872132359
299,2018-04-26 05:00:00-07:00,11532,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=-0.310, SMA_fast=163.96 vs SMA_slow=159.37, z_score=1.228, vol_crush=True",163.9645,159.37485714285714,-0.3095300512467282,1.2280703072606922,1.0,0.2,1.0,MARKET,240,162.15199,38916.4776,0.0,2.4,48680.872132359,48639.594532359,38965.887664359,47.010064359,"CASH: 80.0%, TQQQ: 20.0%","QQQ: 79.9%, TQQQ: 20.0%",386.39594532359
300,2018-05-08 05:00:00-07:00,11572,v3.5b Cell 1: BullStrong/Low,QQQ,SELL,"Kalman T_norm=0.162, SMA_fast=162.81 vs SMA_slow=160.26, z_score=0.479, vol_crush=False",162.80800000000002,160.25628571428572,0.1617216645644832,0.4790975978594311,1.0,0.2,1.0,MARKET,118,165.90393,19576.66374,0.0,1.18,50325.024532359,50304.248272359,47.010064359,19622.493804359,"QQQ: 79.2%, TQQQ: 20.7%","CASH: 39.0%, QQQ: 40.3%, TQQQ: 20.7%",403.04248272359
301,2018-05-08 05:00:00-07:00,11572,v3.5b Cell 1: BullStrong/Low,TQQQ,BUY,"Kalman T_norm=0.162, SMA_fast=162.81 vs SMA_slow=160.26, z_score=0.479, vol_crush=False",162.80800000000002,160.25628571428572,0.1617216645644832,0.4790975978594311,1.0,0.2,1.0,MARKET,2997,6.536112583,19588.729411251,0.0,29.97,50304.248272359,50254.709112108,19622.493804359,3.794393108,"CASH: 39.0%, QQQ: 40.3%, TQQQ: 20.7%","QQQ: 40.3%, TQQQ: 59.7%",402.54709112108
302,2018-06-27 05:00:00-07:00,11753,v3.5b Cell 3: Sideways/Low,TQQQ,SELL,"Kalman T_norm=-0.002, SMA_fast=171.16 vs SMA_slow=165.17, z_score=-0.252, vol_crush=False",171.163,165.1680714285714,-0.0018099478823546634,-0.2523173836371231,1.0,0.2,1.0,MARKET,3080,6.92931375,21342.28635,0.0,30.8,52569.050643108,52516.886993108,3.794393108,21315.280743108,"QQQ: 39.4%, TQQQ: 60.6%","CASH: 40.6%, QQQ: 39.4%, TQQQ: 20.0%",425.16886993108
303,2018-06-27 05:00:00-07:00,11753,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=-0.002, SMA_fast=171.16 vs SMA_slow=165.17, z_score=-0.252, vol_crush=False",171.163,165.1680714285714,-0.0018099478823546634,-0.2523173836371231,1.0,0.2,1.0,MARKET,125,169.89973,21237.46625,0.0,1.25,52516.886993108,52494.420743108,21315.280743108,76.564493108,"CASH: 40.6%, QQQ: 39.4%, TQQQ: 20.0%","QQQ: 79.9%, TQQQ: 20.0%",424.94420743108
304,2018-07-12 05:00:00-07:00,11800,v3.5b Cell 1: BullStrong/Low,QQQ,SELL,"Kalman T_norm=0.165, SMA_fast=173.16 vs SMA_slow=166.49, z_score=0.010, vol_crush=False",173.1625,166.49442857142859,0.16500506920248575,0.009669086614329343,1.0,0.2,1.0,MARKET,120,179.28054,21513.6648,0.0,1.2,56709.548243108,56686.813043108,76.564493108,21589.029293108,"QQQ: 78.2%, TQQQ: 21.7%","CASH: 38.1%, QQQ: 40.2%, TQQQ: 21.7%",466.86813043108
305,2018-07-12 05:00:00-07:00,11800,v3.5b Cell 1: BullStrong/Low,TQQQ,BUY,"Kalman T_norm=0.165, SMA_fast=173.16 vs SMA_slow=166.49, z_score=0.010, vol_crush=False",173.1625,166.49442857142859,0.16500506920248575,0.009669086614329343,1.0,0.2,1.0,MARKET,2648,8.14188375,21559.70817,0.0,26.48,56686.813043108,56638.794873108,21589.029293108,2.841123108,"CASH: 38.1%, QQQ: 40.2%, TQQQ: 21.7%","QQQ: 40.2%, TQQQ: 59.8%",466.38794873108
306,2018-07-30 05:00:00-07:00,11859,v3.5b Cell 3: Sideways/Low,TQQQ,SELL,"Kalman T_norm=0.027, SMA_fast=176.17 vs SMA_slow=168.29, z_score=-0.119, vol_crush=False",176.16975000000002,168.2885,0.02655913005717187,-0.11923371228826969,1.0,0.2,1.0,MARKET,2766,7.8596325,21739.743495,0.0,27.66,54978.478623108,54929.057118108,2.841123108,21714.924618108,"QQQ: 40.5%, TQQQ: 59.5%","CASH: 39.5%, QQQ: 40.5%, TQQQ: 20.0%",449.29057118108
307,2018-07-30 05:00:00-07:00,11859,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=0.027, SMA_fast=176.17 vs SMA_slow=168.29, z_score=-0.119, vol_crush=False",176.16975000000002,168.2885,0.02655913005717187,-0.11923371228826969,1.0,0.2,1.0,MARKET,123,175.28511,21560.06853,0.0,1.23,54929.057118108,54906.288588108,21714.924618108,153.626088108,"CASH: 39.5%, QQQ: 40.5%, TQQQ: 20.0%","QQQ: 79.7%, TQQQ: 20.0%",449.06288588108
308,2018-08-29 05:00:00-07:00,11976,v3.5b Cell 1: BullStrong/Low,QQQ,SELL,"Kalman T_norm=0.095, SMA_fast=179.82 vs SMA_slow=170.76, z_score=-1.005, vol_crush=True",179.81824999999998,170.76471428571426,0.09459737668536795,-1.0047156054771436,1.0,0.2,1.0,MARKET,122,186.55326,22759.49772,0.0,1.22,59480.813588108,59456.811308108,153.626088108,22911.903808108,"QQQ: 78.5%, TQQQ: 21.3%","CASH: 38.5%, QQQ: 40.2%, TQQQ: 21.3%",494.56811308108
309,2018-08-29 05:00:00-07:00,11976,v3.5b Cell 1: BullStrong/Low,TQQQ,BUY,"Kalman T_norm=0.095, SMA_fast=179.82 vs SMA_slow=170.76, z_score=-1.005, vol_crush=True",179.81824999999998,170.76471428571426,0.09459737668536795,-1.0047156054771436,1.0,0.2,1.0,MARKET,2522,9.0715625,22878.480625,0.0,25.22,59456.811308108,59408.735683108,22911.903808108,8.203183108,"CASH: 38.5%, QQQ: 40.2%, TQQQ: 21.3%","QQQ: 40.2%, TQQQ: 59.8%",494.08735683108
310,2018-09-07 05:00:00-07:00,12007,v3.5b Cell 3: Sideways/Low,TQQQ,SELL,"Kalman T_norm=-0.022, SMA_fast=180.98 vs SMA_slow=171.75, z_score=-0.827, vol_crush=False",180.97725,171.74528571428573,-0.02215966700213216,-0.8273071214880906,1.0,0.2,1.0,MARKET,2574,8.25049125,21236.7644775,0.0,25.74,55539.806933108,55492.808910608,8.203183108,21219.227660608,"QQQ: 41.7%, TQQQ: 58.2%","CASH: 38.2%, QQQ: 41.8%, TQQQ: 20.0%",454.92808910608
311,2018-09-07 05:00:00-07:00,12007,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=-0.022, SMA_fast=180.98 vs SMA_slow=171.75, z_score=-0.827, vol_crush=False",180.97725,171.74528571428573,-0.02215966700213216,-0.8273071214880906,1.0,0.2,1.0,MARKET,116,181.29111,21029.76876,0.0,1.16,55492.808910608,55470.640150608,21219.227660608,188.298900608,"CASH: 38.2%, QQQ: 41.8%, TQQQ: 20.0%","QQQ: 79.7%, TQQQ: 20.0%",454.70640150608
312,2018-10-16 05:00:00-07:00,12145,v3.5b Cell 4: Sideways/High,TQQQ,SELL,"Kalman T_norm=-1.000, SMA_fast=182.12 vs SMA_slow=174.52, z_score=1.067, vol_crush=False",182.125,174.5155,-1.0,1.0668282475036122,1.0,0.2,1.0,MARKET,1343,7.57366875,10171.43713125,0.0,13.43,53611.597650608,53587.986031858,188.298900608,10346.306031858,"QQQ: 80.7%, TQQQ: 19.0%","CASH: 19.3%, QQQ: 80.7%",435.87986031858
313,2018-10-16 05:00:00-07:00,12145,v3.5b Cell 4: Sideways/High,QQQ,SELL,"Kalman T_norm=-1.000, SMA_fast=182.12 vs SMA_slow=174.52, z_score=1.067, vol_crush=False",182.125,174.5155,-1.0,1.0668282475036122,1.0,0.2,1.0,MARKET,244,177.04278,43198.43832,0.0,2.44,53587.986031858,53542.304351858,10346.306031858,53542.304351858,"CASH: 19.3%, QQQ: 80.7%",CASH: 100.0%,435.42304351858
314,2018-10-16 05:00:00-07:00,12145,v3.5b Cell 4: Sideways/High,TMV,BUY,"Kalman T_norm=-1.000, SMA_fast=182.12 vs SMA_slow=174.52, z_score=1.067, vol_crush=False",182.125,174.5155,-1.0,1.0668282475036122,1.0,0.2,1.0,MARKET,385,55.530475,21379.232875,0.0,3.85,53542.304351858,53517.096476858,53542.304351858,32159.221476858,CASH: 100.0%,"CASH: 60.1%, TMV: 39.9%",435.17096476858
315,2018-11-27 06:00:00-08:00,12290,v3.5b Cell 3: Sideways/Low,TMV,SELL,"Kalman T_norm=-0.855, SMA_fast=170.84 vs SMA_slow=175.84, z_score=1.025, vol_crush=True",170.84025,175.83742857142857,-0.8546002565990996,1.0250587850241004,1.0,0.2,1.0,MARKET,385,54.670275,21048.055875,0.0,3.85,53228.346476858,53203.427351858,32159.221476858,53203.427351858,"CASH: 60.4%, TMV: 39.6%",CASH: 100.0%,432.03427351858
316,2018-11-27 06:00:00-08:00,12290,v3.5b Cell 3: Sideways/Low,TQQQ,BUY,"Kalman T_norm=-0.855, SMA_fast=170.84 vs SMA_slow=175.84, z_score=1.025, vol_crush=True",170.84025,175.83742857142857,-0.8546002565990996,1.0250587850241004,1.0,0.2,1.0,MARKET,1854,5.72697125,10617.8046975,0.0,18.54,53203.427351858,53174.280154358,53203.427351858,42567.082654358,CASH: 100.0%,"CASH: 80.1%, TQQQ: 19.9%",431.74280154358
317,2018-11-27 06:00:00-08:00,12290,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=-0.855, SMA_fast=170.84 vs SMA_slow=175.84, z_score=1.025, vol_crush=True",170.84025,175.83742857142857,-0.8546002565990996,1.0250587850241004,1.0,0.2,1.0,MARKET,259,163.60344,42373.29096,0.0,2.59,53174.280154358,53129.359194358,42567.082654358,191.201694358,"CASH: 80.1%, TQQQ: 19.9%","QQQ: 79.7%, TQQQ: 20.0%",431.29359194358
318,2018-11-28 06:00:00-08:00,12296,v3.5b Cell 6: BearStrong/High,TQQQ,SELL,"Kalman T_norm=-0.634, SMA_fast=170.41 vs SMA_slow=175.83, z_score=1.162, vol_crush=False",170.41400000000002,175.83085714285713,-0.6342109935590501,1.1618944024854392,1.0,0.2,1.0,MARKET,1854,6.25748625,11601.3795075,0.0,18.54,55497.494194358,55467.341201858,191.201694358,11774.041201858,"QQQ: 78.7%, TQQQ: 20.9%","CASH: 21.2%, QQQ: 78.8%",454.67341201858
319,2018-11-28 06:00:00-08:00,12296,v3.5b Cell 6: BearStrong/High,QQQ,SELL,"Kalman T_norm=-0.634, SMA_fast=170.41 vs SMA_slow=175.83, z_score=1.162, vol_crush=False",170.41400000000002,175.83085714285713,-0.6342109935590501,1.1618944024854392,1.0,0.2,1.0,MARKET,259,168.5313,43649.6067,0.0,2.59,55467.341201858,55421.057901858,11774.041201858,55421.057901858,"CASH: 21.2%, QQQ: 78.8%",CASH: 100.0%,454.21057901858
320,2018-11-28 06:00:00-08:00,12296,v3.5b Cell 6: BearStrong/High,TMV,BUY,"Kalman T_norm=-0.634, SMA_fast=170.41 vs SMA_slow=175.83, z_score=1.162, vol_crush=False",170.41400000000002,175.83085714285713,-0.6342109935590501,1.1618944024854392,1.0,0.2,1.0,MARKET,397,55.70565,22115.14305,0.0,3.97,55421.057901858,55394.994851858,55421.057901858,33301.944851858,CASH: 100.0%,"CASH: 60.1%, TMV: 39.9%",453.94994851858
321,2018-11-29 06:00:00-08:00,12302,v3.5b Cell 3: Sideways/Low,TMV,SELL,"Kalman T_norm=-0.448, SMA_fast=169.97 vs SMA_slow=175.82, z_score=1.107, vol_crush=True",169.969,175.82150000000001,-0.4479247536172473,1.106755248874074,1.0,0.2,1.0,MARKET,397,54.820125,21763.589625,0.0,3.97,55087.319851858,55061.564476858,33301.944851858,55061.564476858,"CASH: 60.5%, TMV: 39.5%",CASH: 100.0%,450.61564476858
322,2018-11-29 06:00:00-08:00,12302,v3.5b Cell 3: Sideways/Low,TQQQ,BUY,"Kalman T_norm=-0.448, SMA_fast=169.97 vs SMA_slow=175.82, z_score=1.107, vol_crush=True",169.969,175.82150000000001,-0.4479247536172473,1.106755248874074,1.0,0.2,1.0,MARKET,1769,6.21245625,10989.83510625,0.0,17.69,55061.564476858,55032.895620608,55061.564476858,44054.039370608,CASH: 100.0%,"CASH: 80.1%, TQQQ: 19.9%",450.32895620608
323,2018-11-29 06:00:00-08:00,12302,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=-0.448, SMA_fast=169.97 vs SMA_slow=175.82, z_score=1.107, vol_crush=True",169.969,175.82150000000001,-0.4479247536172473,1.106755248874074,1.0,0.2,1.0,MARKET,261,168.31815,43931.03715,0.0,2.61,55032.895620608,54986.398470608,44054.039370608,120.392220608,"CASH: 80.1%, TQQQ: 19.9%","QQQ: 79.8%, TQQQ: 20.0%",449.86398470608
324,2018-12-03 06:00:00-08:00,12309,v3.5b Cell 4: Sideways/High,TQQQ,SELL,"Kalman T_norm=0.015, SMA_fast=169.45 vs SMA_slow=175.85, z_score=1.018, vol_crush=False",169.44825,175.85064285714284,0.015021096320745522,1.0175606773073882,1.0,0.2,1.0,MARKET,1769,6.32991375,11197.61742375,0.0,17.69,56307.348470608,56278.449644358,120.392220608,11300.319644358,"QQQ: 79.9%, TQQQ: 19.9%","CASH: 20.1%, QQQ: 79.9%",462.78449644358
