Trade_ID,Date,Bar_Number,Strategy_State,Ticker,Decision,Decision_Reason,Indicator_EMA_100,Indicator_MACD_Line,Indicator_Price,Indicator_Signal_Line,Threshold_ATR_Stop_Multiplier,Threshold_EMA_Period,Threshold_QQQ_Allocation,Threshold_TQQQ_Risk,Order_Type,Shares,Fill_Price,Position_Value,Slippage,Commission,Portfolio_Value_Before,Portfolio_Value_After,Cash_Before,Cash_After,Allocation_Before,Allocation_After,Cumulative_Return_Pct
1,2020-09-02 22:00:00,216,Stop-Loss Triggered,TQQQ,SELL,Price breached stop at 38.70,229.86880749684207,8.455949853208267,287.41,7.8051986546763095,1.0,200.0,0.7,0.06,MARKET,180,36.8955675,6641.20215,0.0,1.8,10000.0,-6611.453225,10000.0,36.396775,CASH: 100.0%,TQQQ: 100.6%,-166.11453225
