Date,Portfolio_Total_Value,Portfolio_Day_Change_Pct,Portfolio_Overall_Return,Portfolio_PL_Percent,Cash,BuyHold_QQQ_Value,TQQQ_Qty,TQQQ_Value
2020-07-20,10000.00,0.0000,0.0000,0.0000,10000.00,14192.79,0,0.00
2020-07-21,10000.00,0.0000,0.0000,0.0000,10000.00,14242.78,0,0.00
2020-07-22,10000.00,0.0000,0.0000,0.0000,10000.00,13870.76,0,0.00
2020-07-23,10000.00,0.0000,0.0000,0.0000,10000.00,13739.05,0,0.00
2020-07-26,10000.00,0.0000,0.0000,0.0000,10000.00,13984.19,0,0.00
2020-07-27,10000.00,0.0000,0.0000,0.0000,10000.00,13806.25,0,0.00
2020-07-28,10000.00,0.0000,0.0000,0.0000,10000.00,13965.38,0,0.00
2020-07-29,10000.00,0.0000,0.0000,0.0000,10000.00,14038.49,0,0.00
2020-07-30,10000.00,0.0000,0.0000,0.0000,10000.00,14289.02,0,0.00
2020-08-02,10000.00,0.0000,0.0000,0.0000,10000.00,14482.02,0,0.00
2020-08-03,10000.00,0.0000,0.0000,0.0000,10000.00,14535.78,0,0.00
2020-08-04,10000.00,0.0000,0.0000,0.0000,10000.00,14571.80,0,0.00
2020-08-05,10000.00,0.0000,0.0000,0.0000,10000.00,14764.80,0,0.00
2020-08-06,10000.00,0.0000,0.0000,0.0000,10000.00,14594.38,0,0.00
2020-08-09,10000.00,0.0000,0.0000,0.0000,10000.00,14532.01,0,0.00
2020-08-10,10000.00,0.0000,0.0000,0.0000,10000.00,14256.76,0,0.00
2020-08-11,10000.00,0.0000,0.0000,0.0000,10000.00,14615.34,0,0.00
2020-08-12,10000.00,0.0000,0.0000,0.0000,10000.00,14648.67,0,0.00
2020-08-13,10000.00,0.0000,0.0000,0.0000,10000.00,14631.47,0,0.00
2020-08-16,10000.00,0.0000,0.0000,0.0000,10000.00,14801.35,0,0.00
2020-08-17,10000.00,0.0000,0.0000,0.0000,10000.00,14943.82,0,0.00
2020-08-18,10000.00,0.0000,0.0000,0.0000,10000.00,14843.29,0,0.00
2020-08-19,10000.00,0.0000,0.0000,0.0000,10000.00,15049.19,0,0.00
2020-08-20,10000.00,0.0000,0.0000,0.0000,10000.00,15153.49,0,0.00
2020-08-23,10000.00,0.0000,0.0000,0.0000,10000.00,15248.10,0,0.00
2020-08-24,10000.00,0.0000,0.0000,0.0000,10000.00,15367.99,0,0.00
2020-08-25,10000.00,0.0000,0.0000,0.0000,10000.00,15695.93,0,0.00
2020-08-26,10000.00,0.0000,0.0000,0.0000,10000.00,15647.01,0,0.00
2020-08-27,10000.00,0.0000,0.0000,0.0000,10000.00,15726.57,0,0.00
2020-08-30,10000.00,0.0000,0.0000,0.0000,10000.00,15852.91,0,0.00
2020-08-31,10000.00,0.0000,0.0000,0.0000,10000.00,16123.86,0,0.00
2020-09-01,10000.00,0.0000,0.0000,0.0000,10000.00,16276.54,0,0.00
2020-09-02,10000.00,0.0000,0.0000,0.0000,10000.00,15451.32,0,0.00
2020-09-03,-6611.45,-166.1145,-166.1145,-166.1145,36.40,15245.42,-180,-6647.85
2020-09-07,-6337.40,-4.1451,-163.3740,-163.3740,36.40,14512.66,-180,-6373.80
2020-09-08,-5436.50,-14.2156,-154.3650,-154.3650,36.40,14938.98,-180,-5472.90
2020-09-09,-5906.75,8.6499,-159.0675,-159.0675,36.40,14641.15,-180,-5943.15
2020-09-10,-5562.95,-5.8205,-155.6295,-155.6295,36.40,14539.54,-180,-5599.35
2020-09-13,-5440.55,-2.2003,-154.4055,-154.4055,36.40,14792.75,-180,-5476.95
2020-09-14,-5722.70,5.1861,-157.2270,-157.2270,36.40,15002.42,-180,-5759.10
2020-09-15,-5967.50,4.2777,-159.6750,-159.6750,36.40,14763.18,-180,-6003.90
2020-09-16,-5679.05,-4.8337,-156.7905,-156.7905,36.40,14532.55,-180,-5715.45
2020-09-17,-5415.80,-4.6355,-154.1580,-154.1580,36.40,14347.08,-180,-5452.20
2020-09-20,-5205.20,-3.8886,-152.0520,-152.0520,36.40,14381.48,-180,-5241.60
2020-09-21,-5267.30,1.1930,-152.6730,-152.6730,36.40,14648.67,-180,-5303.70
2020-09-22,-5557.10,5.5019,-155.5710,-155.5710,36.40,14201.39,-180,-5593.50
2020-09-23,-5039.15,-9.3205,-150.3915,-150.3915,36.40,14267.51,-180,-5075.55
2020-09-24,-5113.40,1.4735,-151.1340,-151.1340,36.40,14599.22,-180,-5149.80
2020-09-27,-5474.30,7.0579,-154.7430,-154.7430,36.40,14902.42,-180,-5510.70
2020-09-28,-5801.00,5.9679,-158.0100,-158.0100,36.40,14835.22,-180,-5837.40
2020-09-29,-5739.80,-1.0550,-157.3980,-157.3980,36.40,14936.83,-180,-5776.20
2020-09-30,-5854.10,1.9914,-158.5410,-158.5410,36.40,15173.92,-180,-5890.50
2020-10-01,-6129.95,4.7121,-161.2995,-161.2995,36.40,14747.06,-180,-6166.35
2020-10-04,-5621.45,-8.2953,-156.2145,-156.2145,36.40,15061.56,-180,-5657.85
2020-10-05,-5978.30,6.3480,-159.7830,-159.7830,36.40,14792.75,-180,-6014.70
2020-10-06,-5655.20,-5.4045,-156.5520,-156.5520,36.40,15048.65,-180,-5691.60
2020-10-07,-5954.45,5.2916,-159.5445,-159.5445,36.40,15128.76,-180,-5990.85
2020-10-08,-6042.65,1.4812,-160.4265,-160.4265,36.40,15359.93,-180,-6079.05
2020-10-11,-6313.10,4.4757,-163.1310,-163.1310,36.40,15834.09,-180,-6349.50
2020-10-12,-6905.30,9.3805,-169.0530,-169.0530,36.40,15833.56,-180,-6941.70
2020-10-13,-6906.20,0.0130,-169.0620,-169.0620,36.40,15701.31,-180,-6942.60
2020-10-14,-6734.75,-2.4826,-167.3475,-167.3475,36.40,15595.94,-180,-6771.15
2020-10-15,-6594.80,-2.0780,-165.9480,-165.9480,36.40,15510.46,-180,-6631.20
2020-10-18,-6493.10,-1.5421,-164.9310,-164.9310,36.40,15257.24,-180,-6529.50
2020-10-19,-6168.65,-4.9968,-161.6865,-161.6865,36.40,15290.04,-180,-6205.05
2020-10-20,-6208.70,0.6493,-162.0870,-162.0870,36.40,15278.21,-180,-6245.10
2020-10-21,-6192.50,-0.2609,-161.9250,-161.9250,36.40,15277.67,-180,-6228.90
2020-10-22,-6195.65,0.0509,-161.9565,-161.9565,36.40,15307.78,-180,-6232.05
2020-10-25,-6232.10,0.5883,-162.3210,-162.3210,36.40,15078.22,-180,-6268.50
2020-10-26,-5946.35,-4.5851,-159.4635,-159.4635,36.40,15195.96,-180,-5982.75
2020-10-27,-6087.65,2.3762,-160.8765,-160.8765,36.40,14603.52,-180,-6124.05
2020-10-28,-5369.00,-11.8050,-153.6900,-153.6900,36.40,14858.88,-180,-5405.40
2020-10-29,-5643.95,5.1211,-156.4395,-156.4395,36.40,14482.02,-180,-5680.35
2020-11-01,-5248.85,-7.0004,-152.4885,-152.4885,36.40,14514.27,-180,-5285.25
2020-11-02,-5250.65,0.0343,-152.5065,-152.5065,36.40,14765.34,-180,-5287.05
2020-11-03,-5516.60,5.0651,-155.1660,-155.1660,36.40,15424.44,-180,-5553.00
2020-11-04,-6267.20,13.6062,-162.6720,-162.6720,36.40,15826.57,-180,-6303.60
2020-11-05,-6753.65,7.7618,-167.5365,-167.5365,36.40,15838.40,-180,-6790.05
2020-11-08,-6776.60,0.3398,-167.7660,-167.7660,36.40,15514.76,-180,-6813.00
2020-11-09,-6360.80,-6.1358,-163.6080,-163.6080,36.40,15236.82,-180,-6397.20
2020-11-10,-6015.65,-5.4262,-160.1565,-160.1565,36.40,15577.66,-180,-6052.05
2020-11-11,-6422.45,6.7624,-164.2245,-164.2245,36.40,15504.54,-180,-6458.85
2020-11-12,-6327.95,-1.4714,-163.2795,-163.2795,36.40,15640.56,-180,-6364.35
2020-11-15,-6494.90,2.6383,-164.9490,-164.9490,36.40,15762.59,-180,-6531.30
2020-11-16,-6645.20,2.3141,-166.4520,-166.4520,36.40,15712.60,-180,-6681.60
2020-11-17,-6583.55,-0.9277,-165.8355,-165.8355,36.40,15596.47,-180,-6619.95
2020-11-18,-6430.10,-2.3308,-164.3010,-164.3010,36.40,15718.51,-180,-6466.50
2020-11-19,-6590.30,2.4914,-165.9030,-165.9030,36.40,15610.99,-180,-6626.70
2020-11-22,-6455.75,-2.0416,-164.5575,-164.5575,36.40,15611.53,-180,-6492.15
2020-11-23,-6457.10,0.0209,-164.5710,-164.5710,36.40,15830.87,-180,-6493.50
2020-11-24,-6722.60,4.1118,-167.2260,-167.2260,36.40,15928.18,-180,-6759.00
2020-11-26,-6849.95,1.8944,-168.4995,-168.4995,36.40,16074.94,-180,-6886.35
2020-11-29,-7038.05,2.7460,-170.3805,-170.3805,36.40,16107.74,-180,-7074.45
2020-11-30,-7074.50,0.5179,-170.7450,-170.7450,36.40,16314.18,-180,-7110.90
2020-12-01,-7353.95,3.9501,-173.5395,-173.5395,36.40,16335.14,-180,-7390.35
2020-12-02,-7383.65,0.4039,-173.8365,-173.8365,36.40,16358.26,-180,-7420.05
2020-12-03,-7413.80,0.4083,-174.1380,-174.1380,36.40,16424.92,-180,-7450.20
2020-12-06,-7505.15,1.2322,-175.0515,-175.0515,36.40,16517.93,-180,-7541.55
2020-12-07,-7632.95,1.7028,-176.3295,-176.3295,36.40,16573.84,-180,-7669.35
2020-12-08,-7703.15,0.9197,-177.0315,-177.0315,36.40,16198.59,-180,-7739.55
2020-12-09,-7184.75,-6.7297,-171.8475,-171.8475,36.40,16263.64,-180,-7221.15
2020-12-10,-7273.40,1.2339,-172.7340,-172.7340,36.40,16227.62,-180,-7309.80
