run_id,symbol_set,signal_symbol,measurement_noise,process_noise_1,process_noise_2,osc_smoothness,strength_smoothness,T_max,sma_fast,sma_slow,symmetric_volume_adjustment,double_smoothing,t_norm_bull_thresh,t_norm_bear_thresh,realized_vol_window,vol_baseline_window,upper_thresh_z,lower_thresh_z,vol_crush_threshold,vol_crush_lookback,leverage_scalar,use_inverse_hedge,w_PSQ_max,allow_treasury,bond_sma_fast,bond_sma_slow,max_bond_weight,treasury_trend_symbol,bull_bond_symbol,bear_bond_symbol,rebalance_threshold,core_long_symbol,leveraged_long_symbol,inverse_hedge_symbol
001,QQQ_TQQQ_PSQ_Bonds,QQQ,3000,0.01,0.01,10,15,50.0,40,140,True,False,0.05,-0.3,21,200,1,0.2,-0.15,5,1,False,0.5,True,20,60,0.4,TLT,TMF,TMV,0.025,QQQ,TQQQ,PSQ
